AFFYID,logFC,AveExpr,t,P.Value,adj.P.Val,B
10473367,-0.643605593637658,6.42112681755062,-4.77064397731201,0.00251023638079435,0.00251023638079435,-1.86976359731955
10373192,-0.641325281215332,8.62722598443424,-3.07695815024131,0.0197100256192801,0.0197100256192801,-3.03066425197602
10574023,-0.638068166591767,11.1105593760432,-1.83126663870678,0.113129142247204,0.113129142247204,-4.19432565618779
10571560,-0.617206855894834,5.64773481795222,-4.36938910935651,0.00393476724636261,0.00393476724636261,-2.09697101218729
10463121,-0.613160486895017,6.20767137023789,-3.00182366738727,0.0218091497179005,0.0218091497179005,-3.09483979302221
10366346,-0.606410414132122,7.92169789521898,-3.09517830339693,0.0192344076129156,0.0192344076129156,-3.01525945195874
10359181,-0.578826475368319,6.60941427502116,-3.92105814625893,0.00668753712923241,0.00668753712923241,-2.38452584325645
10587082,-0.573852672669974,6.45607014691233,-3.16547736830561,0.0175119554136319,0.0175119554136319,-2.95640866561575
10451547,-0.568332666883307,6.22253940425423,-2.40662703358973,0.0497824373275961,0.0497824373275961,-3.63644651856473
10497490,-0.563366934585374,5.28468500462936,-2.29613943255099,0.0582341020761344,0.0582341020761344,-3.74221292947432
10580752,-0.555511367754052,4.06318124074899,-3.1450730289633,0.0179940926808504,0.0179940926808504,-2.97339378947612
10455970,-0.554711317663169,4.6480320228687,-1.82702428409823,0.113815725545146,0.113815725545146,-4.19844652544175
10393406,-0.546578869730645,6.23545940685385,-4.41035971489555,0.00375422781195533,0.00375422781195533,-2.07251181861351
10472199,-0.543293602298829,8.71757587764148,-2.12523175478525,0.0743117661297064,0.0743117661297064,-3.90774258443889
10403413,-0.541313724254518,7.66559237191435,-3.06230448026684,0.0201017228947614,0.0201017228947614,-3.0430986087516
10482762,-0.540983739165868,7.75888531881139,-3.16291966178701,0.017571620345166,0.017571620345166,-2.95853342847151
10411774,-0.534084092623696,5.29495863699884,-1.86839148388918,0.107291165496846,0.107291165496846,-4.1582217546708
10492004,-0.527527488869923,3.61046120430513,-1.76069598669574,0.125092588220896,0.125092588220896,-4.2627132782711
10443940,-0.526602949401635,6.38528265329643,-5.65883169810375,0.0010041964677131,0.0010041964677131,-1.45458651349492
10546929,-0.526380733259872,8.31044090143397,-1.58856366153258,0.159591836081024,0.159591836081024,-4.42736546709541
10553092,-0.524071150878442,6.84448733111592,-1.8970249758797,0.10299137568811,0.10299137568811,-4.13033248447319
10462818,-0.523416572713656,8.51844131549424,-1.39901011620359,0.207802319263867,0.207802319263867,-4.60284153783673
10562657,-0.518549275990382,5.20710985495944,-3.50652671133864,0.0112211026457891,0.0112211026457891,-2.68443497771047
10429588,-0.518308988661421,5.91683463749613,-1.0074741696557,0.349829348468307,0.349829348468307,-4.93066170142388
10394942,-0.516899173115736,5.49195550899954,-4.14118416518704,0.00513480176696586,0.00513480176696586,-2.23870296493048
10509596,-0.51512235444234,5.10561044400835,-1.64520296044564,0.147347300250863,0.147347300250863,-4.37361497334519
10536593,-0.510068152109215,4.84074799796004,-2.09902115065408,0.0771493352092888,0.0771493352092888,-3.93326851751968
10454950,-0.508580902273068,5.77329066399986,-3.38982338458574,0.0130420964953273,0.0130420964953273,-2.77494533376846
10542112,-0.50832074584125,4.9152369126134,-2.00989403767081,0.0876399381945454,0.0876399381945454,-4.02020629554165
10562166,-0.504501646648702,6.67703577028958,-2.62820724227426,0.0364538074415442,0.0364538074415442,-3.42857716074987
10364712,-0.49781240529138,7.40374039876019,-1.94081659732925,0.096741877080725,0.096741877080725,-4.08762806702967
10552613,-0.495962182278778,5.69476026565303,-2.96028105782334,0.023071697792299,0.023071697792299,-3.1307665042369
10594144,-0.495275979422699,5.07796117122036,-3.28453408485524,0.0149630737846102,0.0149630737846102,-2.85889357764531
10578916,-0.49392856355787,7.89305078845795,-2.82605120716025,0.0277142770170638,0.0277142770170638,-3.24894120628544
10575363,-0.48866266024844,6.74889967779055,-2.87790856079316,0.0258123023715514,0.0258123023715514,-3.20291480623387
10453738,-0.478393929224924,7.08093795346637,-5.05068944373068,0.00185929178670645,0.00185929178670645,-1.72662823015304
10544687,-0.474361717939339,4.06864603208342,-2.67644188266096,0.0340839099398909,0.0340839099398909,-3.38421842350007
10531087,-0.47058770322157,7.12724614324676,-3.13498294902741,0.0182377866965353,0.0182377866965353,-2.98182225046035
10497487,-0.470268501142596,5.18699777203175,-1.80682027319657,0.117141707480733,0.117141707480733,-4.21805639945614
10529034,-0.466828894422283,5.85687456653433,-2.92446823008061,0.0242229645989918,0.0242229645989918,-3.16198689804891
10443836,-0.459288327698933,5.75781072081875,-3.26274849685688,0.0153976840588322,0.0153976840588322,-2.87653299386714
10373452,-0.458975744252498,5.31592215327264,-0.859776892310839,0.420572891822601,0.420572891822601,-5.03651515098015
10380260,-0.453717359702099,8.28495795741508,-7.55667546193961,0.000192057870300023,0.000192057870300023,-0.863536871378104
10527920,-0.44809444132143,6.63282311228607,-3.47027111250611,0.0117552329246892,0.0117552329246892,-2.71226667360787
10529977,-0.447935771670674,6.78161781144014,-0.929115978958507,0.386126130663674,0.386126130663674,-4.98829373994383
10525076,-0.444615077124013,10.0499000591443,-3.11333001478129,0.0187728380674765,0.0187728380674765,-2.99997440300568
10378385,-0.443881280976592,5.58921609788977,-2.43405919205335,0.0478877183129219,0.0478877183129219,-3.61038177121694
10490302,-0.437504864561442,5.02339116792213,-1.71635367643508,0.133226615373711,0.133226615373711,-4.30546844148378
10404612,-0.436713091927835,7.45796511393527,-3.75205922451047,0.00823249469101273,0.00823249469101273,-2.50274970232106
10557843,-0.4362465461641,8.22924977163082,-2.45171615445655,0.0467079052705173,0.0467079052705173,-3.59365016087253
10345436,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10356762,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10357298,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10359642,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10363005,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10374183,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10374352,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10375324,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10416698,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10422247,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10424377,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10427389,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10448230,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10457667,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10468487,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10469127,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10476399,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10478746,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10483161,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10485355,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10489721,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10496167,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10496336,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10512463,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10522742,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10527425,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10528205,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10540531,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10541129,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10543029,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10568534,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10574434,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10581009,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10586863,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10589974,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10603803,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10607429,-0.433428732776783,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10346222,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10363561,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10395275,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10410927,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10416696,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10484355,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10497327,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10500527,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10528165,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10565598,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10574432,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10582983,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10603549,-0.433428732776782,4.79280956499959,-1.53378845944433,0.172336577772919,0.172336577772919,-4.47883931809553
10523547,-0.4330076647366,7.03952157187382,-3.08256469493222,0.0195623388575578,0.0195623388575578,-3.02591741172453
10490923,-0.428507239562486,6.40731229113443,-1.70948135694747,0.134531926116427,0.134531926116427,-4.31207685622935
10407126,-0.42838443187662,5.55485310595542,-3.045313303636,0.0205664066411114,0.0205664066411114,-3.05756639623921
10575685,-0.42827390950973,9.60250593719261,-2.42503376941395,0.0485026980141633,0.0485026980141633,-3.6189480112694
10510516,-0.422843264909297,5.97725782109216,-1.74164075355947,0.128527622385525,0.128527622385525,-4.28110988286172
10606436,-0.421325682144707,6.58487909136591,-2.55982619194976,0.0401147048607498,0.0401147048607498,-3.49204070917789
10365983,-0.420508320711622,5.70758259610733,-2.78262925476024,0.02942155243866,0.02942155243866,-3.2878299585218
10366335,-0.420108005607221,5.68219098637652,-2.45341862388759,0.046595756982091,0.046595756982091,-3.59203883295182
10488449,-0.419302537071261,5.31456672780566,-4.42457953197913,0.00369373738314608,0.00369373738314608,-2.06409148247364
10487011,-0.417368354496483,7.16508645502359,-2.76589014103955,0.0301092190738733,0.0301092190738733,-3.3029047186993
10369806,-0.417075430054104,5.8833481325127,-2.48723379963844,0.0444253385094492,0.0444253385094492,-3.56010585317324
10372324,-0.414885383051437,6.12840635765513,-2.92939218797596,0.0240610975412095,0.0240610975412095,-3.15768082586181
10589756,-0.41467494015923,6.66770972658701,-3.39469995717609,0.0129598715552003,0.0129598715552003,-2.77110971270472
10392449,-0.414427255363214,7.4481247400976,-1.64545170305357,0.147295539178467,0.147295539178467,-4.37337786738447
10500272,-0.41369084823219,5.36689798893424,-0.921030744399677,0.390029804376989,0.390029804376989,-4.99405519367801
10483822,-0.41112415886539,5.12486807770781,-4.5282953190645,0.00328398525877537,0.00328398525877537,-2.00373526678667
10407124,-0.405819315919801,5.11111854185937,-2.75337679985721,0.0306344070165312,0.0306344070165312,-3.31420365103882
10503198,-0.405553091566655,5.33227928215298,-3.2470196130895,0.0157199604612912,0.0157199604612912,-2.88932554003842
10442250,-0.404457195268829,4.89739406370286,-2.52258664602737,0.0422685965419231,0.0422685965419231,-3.52687228568464
10497485,-0.402697439856978,4.82130605388147,-1.76338559992415,0.124614937773545,0.124614937773545,-4.26011398379001
10390691,-0.401571903022936,9.23386757833529,-1.36727175157857,0.217063830258654,0.217063830258654,-4.6313907962801
10531407,-0.401490700365323,6.52710178054668,-1.88639749384303,0.104567113925629,0.104567113925629,-4.14068746509007
10388254,-0.401321725716356,6.57674303375565,-2.93939164390601,0.0237359287115137,0.0237359287115137,-3.14894939870988
10576049,-0.400849988895589,5.88705197296919,-2.40087233626303,0.0501896794647259,0.0501896794647259,-3.64192489448143
10450154,-0.400198561345941,7.42573189725139,-1.9229212605091,0.0992490951364285,0.0992490951364285,-4.10508502445277
10491056,-0.399510952397761,7.20335332966918,-7.2416065479562,0.000246648163303071,0.000246648163303071,-0.94052182872385
10404422,-0.398689904384657,6.3918204716001,-0.998499541618014,0.353846072380519,0.353846072380519,-4.93742258421817
10503180,-0.397751546856978,6.64072793540379,-3.53366792603805,0.0108385925972482,0.0108385925972482,-2.66376924660911
10479902,-0.3968137768885,8.51695618597198,-4.14570885416707,0.00510738486377217,0.00510738486377217,-2.23580064497115
10503212,-0.39473648179604,5.6205523802578,-2.87842073830628,0.02579422582073,0.02579422582073,-3.20246252253593
10469151,-0.394146659215101,6.50466061146164,-1.92645865234598,0.0987484441829677,0.0987484441829677,-4.10163484442238
10438738,-0.393883954234442,6.87824796335324,-1.82383957820188,0.114333809835102,0.114333809835102,-4.20153931438982
10545202,-0.392660876968917,3.65107566361912,-0.875984266303709,0.412324706265198,0.412324706265198,-5.02548878617919
10361023,-0.39225102829287,8.98978564767031,-5.18003309520644,0.00162443389014059,0.00162443389014059,-1.66449961182875
10572647,-0.390673555255405,8.37954219244658,-1.70637596507396,0.135125771239347,0.135125771239347,-4.31506129700693
10548996,-0.390210239920074,9.67008964183531,-6.98460488418092,0.000304485769182083,0.000304485769182083,-1.0086436860969
10386219,-0.389950755509915,6.38022731089707,-3.66305001223135,0.00920094860642732,0.00920094860642732,-2.56724704108363
10408935,-0.389583224018331,6.99420963155667,-1.97542263035989,0.0920702125877623,0.0920702125877623,-4.05385511111499
10515326,-0.389479368387832,5.70722578929173,-2.11971018761255,0.0749006343357697,0.0749006343357697,-3.91311774610569
10502395,-0.387175763162772,4.84196119223639,-1.99761821819401,0.0891927123526272,0.0891927123526272,-4.0321891292187
10346634,-0.387140458847867,6.44295290203892,-5.15613133374482,0.00166519938014929,0.00166519938014929,-1.67579796330528
10405566,-0.386590320939021,6.49878139367689,-2.686921814478,0.0335908170457069,0.0335908170457069,-3.37462691961731
10483150,-0.386445407731877,5.08156552974647,-2.15683328477356,0.0710305228830277,0.0710305228830277,-3.87700452948123
10396270,-0.385942084847591,6.26584748824153,-5.0200387589031,0.00192038384395237,0.00192038384395237,-1.74171087142908
10488374,-0.385238851490187,6.11142957376246,-8.50907663433749,9.47133750250511e-05,9.47133750250511e-05,-0.667842703798107
10420216,-0.383934940215302,6.33403317112485,-3.08434783226492,0.0195156175910523,0.0195156175910523,-3.02440893033578
10467206,-0.383883811498582,7.11306177461129,-0.879669975156629,0.410465736104763,0.410465736104763,-5.02296006788307
10397364,-0.383824618149217,7.18898392230161,-4.73497324385745,0.0026101223677542,0.0026101223677542,-1.88887776253907
10424349,-0.383808103806553,6.12698467054429,-1.85739237854125,0.108989329253081,0.108989329253081,-4.16892570469078
10604076,-0.383763660698836,5.21325249785611,-1.22970897414317,0.261569471496451,0.261569471496451,-4.75160641753026
10449935,-0.38307812779865,4.72403530618176,-2.957805796078,0.0231493558129405,0.0231493558129405,-3.13291698084879
10410362,-0.382618084399246,3.94370694808712,-2.62291003526132,0.0367244495858141,0.0367244495858141,-3.43346965332493
10449971,-0.381968470027354,4.32515429766692,-2.48586485806699,0.0445111260355274,0.0445111260355274,-3.56139589325841
10405911,-0.38075393703277,4.75995261463912,-6.61692312038575,0.000416114911001013,0.000416114911001013,-1.11534675082198
10479749,-0.379611308299238,7.99224177230765,-3.46046497248716,0.0119044211419574,0.0119044211419574,-2.71983880550521
10492355,-0.379271568716673,7.49834073657169,-1.37718330823263,0.2141325859812,0.2141325859812,-4.62250490081507
10361807,-0.378596796469651,5.69145361490812,-1.5491929241468,0.168659604938439,0.168659604938439,-4.46441850220294
10586039,-0.378175618432678,6.52027719625296,-2.9645255548924,0.0229391806303485,0.0229391806303485,-3.12708149943894
10418341,-0.376888396924155,6.72199384892542,-2.54439114461712,0.0409931725097444,0.0409931725097444,-3.50645531815526
10350159,-0.374853954356679,6.29595284457514,-1.76523601212914,0.124287346196226,0.124287346196226,-4.2583253434941
10521757,-0.373745683717941,6.31064742620022,-2.33492440297598,0.0551103513650933,0.0551103513650933,-3.70495134539198
10451559,-0.372347045167531,7.23805657578733,-5.06489895973855,0.00183171192718586,0.00183171192718586,-1.71968329862187
10503251,-0.371430404575602,6.48418043075664,-1.88953583255543,0.104099338514061,0.104099338514061,-4.13763002302271
10590479,-0.369167361259296,4.48316609418834,-2.68040837260898,0.033896389618247,0.033896389618247,-3.38058621628316
10416371,-0.369022935008726,7.50279828387409,-3.78506310305992,0.00790232574780305,0.00790232574780305,-2.47922738832496
10521927,-0.368809577364602,5.23281398010476,-1.48199153299211,0.185251882461413,0.185251882461413,-4.52698069110653
10410351,-0.368752854400647,7.07788197640107,-2.78108628211463,0.0294842373082293,0.0294842373082293,-3.28921759588985
10389005,-0.368423120106549,6.28747626396535,-4.07085143796443,0.00558262188151529,0.00558262188151529,-2.28430561057433
10407511,-0.367960168519004,7.17521958162113,-1.85419489874788,0.109487916612746,0.109487916612746,-4.17203629227482
10420503,-0.367811046801519,5.66385531849772,-1.12064134929779,0.302240282535478,0.302240282535478,-4.8421252988164
10601844,-0.367607058853358,4.08856056486488,-2.65516510819129,0.0351086402200322,0.0351086402200322,-3.40374272420637
10372069,-0.367063390472108,6.2086906383873,-1.52093513310611,0.175461430814551,0.175461430814551,-4.49083678245284
10503186,-0.366725672754936,6.98564132658982,-4.40699328934181,0.00376870928901262,0.00376870928901262,-2.07451044040421
10574524,-0.364191888590292,6.568818032166,-2.19906767101083,0.0668734902196883,0.0668734902196883,-3.83600358367427
10411709,-0.364180455277853,4.43358729334878,-2.30540576324586,0.0574716012302192,0.0574716012302192,-3.7332983952073
10363163,-0.363017236036204,5.87530753187955,-4.17938971698949,0.00490832325621675,0.00490832325621675,-2.21431496201155
10568988,-0.363014962346204,6.76503350559411,-5.70262978860343,0.000962348475013741,0.000962348475013741,-1.4368604699331
10540059,-0.362639206561202,7.5079816498092,-2.07279570410085,0.0800979308942637,0.0800979308942637,-3.9588318737781
10403108,-0.361620440338858,7.60559603919865,-1.62024489206126,0.152629335851315,0.152629335851315,-4.39736034471097
10525016,-0.360786078523924,7.9788975301333,-1.44816204512331,0.194161335281471,0.194161335281471,-4.55810780333126
10517609,-0.360708786213416,8.35845440992849,-4.235956246496,0.00459306762958875,0.00459306762958875,-2.17869780680701
10416510,-0.360489927020248,7.85937946079909,-4.14537722986982,0.00510938879138451,0.00510938879138451,-2.23601323389501
10502230,-0.359600861626839,3.30290405537902,-2.56750723992499,0.0396849151140278,0.0396849151140278,-3.48487948738593
10529567,-0.357351173998627,6.2585537866514,-4.17245314684198,0.00494860628333828,0.00494860628333828,-2.21872287112547
10462630,-0.356755938837641,5.59638699201889,-2.21533548913342,0.065339111488662,0.065339111488662,-3.82023897469116
10345762,-0.35579667344222,7.84348389272666,-1.19430384280666,0.274230443043631,0.274230443043631,-4.78149963999268
10547282,-0.355716212843195,5.15327827643302,-1.8270990885164,0.113803584029076,0.113803584029076,-4.19837387255141
10374590,-0.354407667625122,6.59422136159001,-4.70804039204604,0.00268848634075863,0.00268848634075863,-1.90344593349092
10574532,-0.354363391730451,8.14920025812455,-2.90274605302727,0.0249510584650065,0.0249510584650065,-3.18103434644222
10566346,-0.353803982664335,3.58726318823647,-2.69000945704958,0.033446980027437,0.033446980027437,-3.37180423757294
10554895,-0.353614428763885,6.90141641637409,-2.43694748022809,0.0476926288817368,0.0476926288817368,-3.60764238724595
10603700,-0.353576651120319,3.89106060392285,-1.25959883293548,0.251274751430488,0.251274751430488,-4.72601564984682
10574488,-0.353365799602878,6.8221331629196,-1.2867882454813,0.242217071316803,0.242217071316803,-4.70246934530786
10433776,-0.352184681112413,6.22042490473431,-2.07753912207584,0.079556332869291,0.079556332869291,-3.95420674873725
10370544,-0.351247420790812,5.70768690589874,-3.508732108872,0.0111894774698528,0.0111894774698528,-2.68275034371944
10346323,-0.350984073025626,5.84000976941713,-4.04780852420333,0.00573860808718378,0.00573860808718378,-2.29944698049818
10545877,-0.350063301507005,7.30282405738668,-2.50856059700614,0.0431108920099692,0.0431108920099692,-3.54003851560744
10603878,-0.348550517292138,4.10122125987276,-1.94438885339586,0.0962489492985579,0.0962489492985579,-4.08414256113745
10503188,-0.3483371717672,7.40270442681133,-2.64608503390531,0.0355557920890419,0.0355557920890419,-3.41209557776853
10428857,-0.346264082744212,8.51780986443103,-3.22674113728926,0.0161462746083751,0.0161462746083751,-2.90588885847505
10458033,-0.34554893520627,6.27598915156774,-2.43389141047742,0.047899076558547,0.047899076558547,-3.61054093222029
10435487,-0.345451821112518,5.01074438052279,-3.33686290401085,0.0139725322470057,0.0139725322470057,-2.81690076807389
10357003,-0.344583990505795,5.94554664837421,-2.47121246352776,0.0454402339485197,0.0454402339485197,-3.57521818699837
10503182,-0.344565131567463,6.72684378475669,-2.77369100706678,0.029786651192241,0.029786651192241,-3.29587378735485
10437580,-0.34428494450189,6.01704885566428,-2.75711169007859,0.0304766438687704,0.0304766438687704,-3.31082857615561
10489909,-0.34259520846684,2.99955401131094,-1.79287655256942,0.119492107606744,0.119492107606744,-4.23157384316494
10462623,-0.341952953622594,5.75408218067278,-1.37001064543036,0.216250262092778,0.216250262092778,-4.62893807994768
10453102,-0.341599504121583,5.91524561955417,-4.75114272500236,0.00256430384748566,0.00256430384748566,-1.88018796926244
10606146,-0.341078022791873,4.40663544688821,-4.2045592492825,0.00476517885664202,0.00476517885664202,-2.19839480946589
10442606,-0.340836274275632,4.25393451857005,-2.42171080372755,0.0487311798419132,0.0487311798419132,-3.62210423086429
10582069,-0.339606707022948,8.85231482641907,-4.32002079642198,0.00416525823989483,0.00416525823989483,-2.12683759504073
10410302,-0.338630046467028,5.83394886600511,-2.11903039726815,0.0749734585344683,0.0749734585344683,-3.91377959589777
10505266,-0.338418674456783,5.22765069442823,-0.712370980986049,0.50106606063655,0.50106606063655,-5.12942247970585
10503218,-0.337993316800754,6.52055639748811,-3.30273190100612,0.0146102240671966,0.0146102240671966,-2.84422974422904
10550217,-0.337643485242859,2.99009080291179,-2.31740544158404,0.056499408552924,0.056499408552924,-3.72176546551507
10442625,-0.337213022019833,7.87876678809277,-2.5820890111109,0.0388822228078238,0.0388822228078238,-3.47130684675735
10406777,-0.336974874823514,6.49918314126705,-3.4183416970676,0.0125691590626035,0.0125691590626035,-2.75258065322014
10539295,-0.336367678748148,5.53274755619243,-1.91072100251449,0.100995132783988,0.100995132783988,-4.11698204155163
10505268,-0.334596712334477,10.2772186955272,-2.2955510291913,0.0582828697796419,0.0582828697796419,-3.74277924332437
10515974,-0.334031574496138,4.45918523460331,-3.15802961046316,0.017686304647702,0.017686304647702,-2.96259920632608
10427454,-0.333407565213895,6.44381315250549,-2.10645082148767,0.0763340617427581,0.0763340617427581,-3.92603036138642
10523060,-0.333200759879623,4.7837616836897,-1.53666977034514,0.171643206635093,0.171643206635093,-4.47614543339198
10421269,-0.333192136828218,7.64626787677946,-0.867448042759159,0.416653969436294,0.416653969436294,-5.03131526746899
10604984,-0.331333545971438,3.34339090403336,-1.13595825547128,0.296227310089236,0.296227310089236,-4.8297021023541
10378508,-0.330880517589804,7.09301894957454,-11.1693616685545,1.79602844400076e-05,1.79602844400076e-05,-0.31904334127418
