m/z meas.,RT [min],Area: B6_1_ML_polar_HILIC_pos_01.raw (F1),Area: B6_2_ML_polar_HILIC_pos_01.raw (F2),Area: B6_3_ML_polar_HILIC_pos_01.raw (F3),Area: B6_14_ML_polar_HILIC_pos_01.raw (F4),Area: B6_15_ML_polar_HILIC_pos_01.raw (F5),Area: B6_16_ML_polar_HILIC_pos_01.raw (F6),Area: B6_26_ML_polar_HILIC_pos_01.raw (F7),Area: B6_27_ML_polar_HILIC_pos_01.raw (F8),Area: B6_28_ML_polar_HILIC_pos_01.raw (F9),Area: B6_32_ML_polar_HILIC_pos_01.raw (F10),Area: B6_33_ML_polar_HILIC_pos_01.raw (F11),Area: B6_34_ML_polar_HILIC_pos_01.raw (F12),Area: FVB_4_ML_polar_HILIC_pos_01.raw (F14),Area: FVB_5_ML_polar_HILIC_pos_01.raw (F15),Area: FVB_6_ML_polar_HILIC_pos_01.raw (F16),Area: FVB_17_ML_polar_HILIC_pos_01.raw (F17),Area: FVB_18_ML_polar_HILIC_pos_01.raw (F18),Area: FVB_19_ML_polar_HILIC_pos_01.raw (F19),Area: FVB_29_ML_polar_HILIC_pos_01.raw (F20),Area: FVB_30_ML_polar_HILIC_pos_01.raw (F21),Area: FVB_31_ML_polar_HILIC_pos_01.raw (F22),Area: FVB_35_ML_polar_HILIC_pos_01.raw (F23),Area: FVB_36_ML_polar_HILIC_pos_01.raw (F24),Area: FVB_37_ML_polar_HILIC_pos_01.raw (F25)
164.10488,0.895,2686865.49905692,3921122.58125624,2759666.37051839,3259309.9310897,2030750.71128157,2965042.46592696,3656673.95186937,3729640.18468154,2814308.62223068,3347669.60153683,1088102.21540226,5498825.20976705,4505597.34664322,4183463.21451281,1373122.14801032,2517980.80987914,2357108.01888559,3339410.25322738,4834204.06122451,2735478.7370227,5067454.21050471,4598243.93003373,3854699.62895537,3404830.61161771
190.13571,0.727,1247822.5874366,2553800.26617649,1392096.28268453,1583337.02585041,1030003.09711685,1510715.37416546,1061045.11765565,2346215.14730222,2214065.18463584,3606153.29050586,1234211.56352984,1319951.29795702,2323777.17133557,2996254.36295906,1930390.85407412,1385969.25990719,946498.288653209,1699680.10225378,2727060.50261063,4356092.6916627,5916855.67447782,4217181.48628475,516297.335216299,4708856.86720865
519.33263,5.233,2537543.61938732,835466.19410322,605111.326074686,471377.351473055,1635695.61142565,949478.214166828,487332.885281884,586539.860401225,819353.182725867,2740655.66574248,428520.648191315,1954564.1206946,880546.212213548,1092342.25539484,1206909.01389892,742308.654558389,1375006.04921515,1442747.03830536,951693.07487576,397281.537123216,2279473.99569755,926942.099997131,1612862.51244706,675113.52501514
339.34978,1.296,166012.233583047,64480.6591293345,105808.355437918,181534.217950912,369052.187812782,267626.926304685,765279.549328617,305886.213255988,90987.3801063159,343127.547944591,74363.6801308345,644618.653822385,144375.422195825,1527317.23778229,78996.1532898775,57641.3863627769,744247.853711865,417051.300747355,394898.231266761,188427.705561115,315170.984832838,91126.589813138,84550.1833467467,399334.506449079
201.17287,4.594,1689783.77650443,4730593.07332536,1625892.88329027,9748323.29785505,20373292.7948997,1227289.29433609,6927455.31055022,6600366.4052382,1273576.99392428,4138643.97374796,761131.850065209,7652526.51556553,1852273.29820291,3090338.91537969,1297354.86879717,762886.913452985,3414536.84216325,7015423.73261772,7940606.46824767,1761268.112348,6414712.5503221,1450801.05796423,5699060.61297108,8079513.72780429
323.31834,0.68,105717.561826658,81978.1228874691,255397.770710536,92266.3550201796,324529.252434505,102832.755296658,107431.257036989,96266.1538047853,88086.8772991556,87775.5122144469,39133.2271758072,112014.042000999,72812.7385137837,88748.5014838479,68009.0210523933,65089.7753926395,81169.8189689759,63810.007946303,109241.525701091,101383.249261698,137994.453352792,57252.0826604859,53958.6127935507,60848.5347488179
461.25963,4.865,3901477.81872653,3795046.00522013,2999810.86206285,7630260.80345268,2405275.08072981,2913932.37022218,4659944.5765116,3602734.06846541,3084443.94366073,2660910.00132497,2825194.72486598,3368880.4784396,6271827.0210109,3534486.27236332,4991958.83719719,3413612.61556971,6613329.38110129,10682408.8237843,3123447.13794909,2135994.50924845,2815115.63290035,2718469.55470184,3007247.75737889,3321333.35528624
479.27035,4.386,2216579.21768215,1595738.36452943,1479615.11086336,5721121.57122488,1869983.24476574,2179188.03719365,1759070.10349522,979631.153133755,733709.400634022,753796.570802689,691278.89744157,940561.218851106,2872018.39633295,1122583.06658329,1970519.76213427,1792451.21513602,5136133.33295392,6792022.79022218,776797.870426661,682590.80766751,473409.270048659,935603.688804782,1299999.50836039,937697.647118769
208.14619,0.721,3913206.50683647,8692736.32593884,1598999.01050714,5138393.06603805,3335818.45902061,4879568.84655513,4927762.09935202,7722305.32842672,7590848.49265581,12048028.6696281,6177696.82675609,4062787.8410783,7147038.40642617,9985719.20447785,6239971.56055159,4645979.79487915,2986243.24905483,5599149.93073972,9350730.1337593,15173836.1550865,21008243.9120569,14396550.4964165,2478580.84419865,15696036.3646622
335.31839,0.732,607763.431344327,913292.537173414,588881.564885785,1083141.97704171,1874924.02342518,1556098.3593718,1148784.34089011,699119.345422665,875544.611427448,1458548.72155145,1099152.85981995,2035790.1729859,1685826.87759736,1082015.38158912,1613927.66091824,666030.716060037,579541.192401305,1064800.23547691,1820645.43756971,1702566.97824331,2314207.76358605,917349.052254403,981901.808068837,2002307.7102436
183.16219,0.707,77684.7678368781,66397.6125184012,374648.865595709,75246.3797075357,80753.235872969,86277.9132500756,70427.4740907242,85203.4594533942,70706.0973335137,92997.1460641419,49335.2999271677,48564.6115675036,83515.7510288316,91348.3003238435,113032.917141924,58734.7062089567,73698.1916817969,71132.2494394174,104920.062960007,101786.734257807,166217.701395902,128398.139913059,57203.5640827221,133087.278543061
635.58476,1.22,5827.37262669387,3700.91512554616,9385.20389303811,6453.46745417801,3823.42530712706,1844238.78807796,3742.26141296829,5039.88695474044,4723.7231273681,717182.532477459,4641.40042856787,3663.87197493809,5119.17193551849,7547.19320089896,4508.67959691117,3687.74169511502,3799.09414368532,5750.41034847738,7410.23717386718,5144.32803216408,4113.09301893344,6141.33703003237,9805.46601313114,3717.57957498555
637.60061,1.218,195081.302910875,132969.942585492,209159.440319656,197868.598288985,178230.777050329,1509310.2073076,173846.277652434,143159.736333852,157810.332383671,1603368.37242684,132796.622028767,279120.604453959,130496.308047503,150863.836553295,212932.191363821,136598.938869417,166712.207641039,163925.021640763,151152.825130617,136230.225189431,163785.337007901,138721.422745667,96650.3741736759,149577.341914756
208.09586,1.62,40207.335294189,23351.7452778843,7797455.31810785,39364.4041293143,31180.7608299072,34064.8216414068,21020.1790024195,18596.497346895,27140.7190077136,28888.7500472387,16870.7837968678,25385.7952426573,21686.3735115998,28975.6052423382,28834.4567228491,35361.8646866247,22160.276054918,38025.9269268127,46803.7173473105,43426.3747831492,30631.3176732492,32125.6362487444,36933.060578982,30826.2399226107
255.19856,1.413,4546.39170772315,7827.74460048669,7190.82267970713,12595.0494423822,5971.59208495259,5199.12767207898,7605.49603087455,4622.4806374953,4735.04044812969,5146.44149197307,4584.66270211209,6247.98239062,5713.18917280919,5836.3043605413,5057.92280059149,6108.57949709226,12361.4865278825,4521.22730812602,6471.08101882027,6566.70778525878,12353.2721427552,4480.02777731197,4760.3283302305,9294.13876129707
162.11568,5.007,3987486.21765759,5133479.0702164,4137242.26744329,6437102.70118576,7362413.19130315,4215862.93309963,5950388.89333859,4313016.74386695,6369376.27723506,2196170.38776836,3300199.53964204,10046427.2189343,6690346.94178651,4810491.74475092,4728922.03445373,4984500.67419839,2839457.63604212,4874576.49715244,6948114.85725694,4500256.86909539,8645307.81170982,8715737.40459915,5106993.36538695,7243160.13552416
127.13614,2.921,96348.7559354867,65071.9497191031,192059968.214038,102383.194632295,62645.3442200171,38421.781474508,40959.9892731625,29999.4661832223,74528.7480865021,28986.0508281922,25113.3362516426,48519.5710374134,33747.7080567158,56191.4315971367,201323.451443181,53530.8543928338,14134.6403713662,107932.404796033,26288.9993622552,200053.386473664,23132.0440536846,66460.7401043992,74587.3372898283,50651.212688932
171.08948,0.942,3296702.13241566,4265447.10857625,2576002.24380423,2519521.98088866,3059143.42457677,3149974.89130004,522479.012211535,370142.080491719,603898.89285554,830839.574642468,624622.077493115,832779.65332578,3428131.61391311,4640199.9843298,3778059.43383491,547288.024961971,654872.759031518,798163.726834534,681140.547827687,773829.423118923,957298.525094743,1223059.57835993,825126.45956165,796646.164400057
266.17267,1.017,146386.408261143,139213.105699946,3593143.42412757,155645.149449679,137533.823111386,130890.564689964,74292.7378090218,111111.135917278,122752.287055267,139627.87600093,122863.675505105,152891.798567309,122712.593499282,103227.661188019,128731.686741184,129316.340747158,113679.475350415,122434.268596375,128975.835286484,132080.588777361,120569.047768642,131010.517635592,129111.320353922,160006.366304894
837.39665,0.716,52894.401535211,45240.8167183963,3615031.23140945,16984.7180258515,15662.0672965835,22669.4336410242,3620.87625514325,27907.3935952976,21337.7398219431,17093.5941864032,43324.0421706284,18970.2787778599,37365.1526161404,29121.8507289978,21232.0922882951,26949.5574976658,20580.8355375464,35613.8560113631,24087.8872921015,30656.0052244787,26704.0479182055,25963.9133648058,21766.7355769844,19808.9491422605
449.25368,1.01,5628.28033650374,5477.23691569631,3337691.80138431,6255.60411218821,5570.54602234571,6092.14433248679,5753.22175545334,5539.99140781874,5276.10262237656,6460.84693503918,6252.37213547887,5818.46878532917,6658.06746304942,6541.93758951403,5780.46645132575,5626.35424819384,5382.16449923051,5615.19899162179,6071.78864849058,5167.7767017663,5439.93341378948,5863.22746457581,5368.12282742379,5443.70359972417
157.14653,0.708,389258.220004742,523535.312747241,386779.435013591,488168.054366129,638061.958106561,578447.830616645,465909.57065741,541803.87435318,421819.364272926,468697.723534364,239908.988205089,403611.679483103,572105.091138572,371179.179872747,515770.393142156,457685.853723373,463057.592502751,549889.856030901,574727.131443305,489873.977098382,580725.411362233,540647.020153493,390420.622505313,463341.165631099
359.35482,0.85,4600.13302705856,8154.12075855708,20020.323939032,8395.17530594461,4489.77276819751,6948.87831742526,6065.53162632805,8548.13113960991,4596.48762298171,5770.71103050071,4592.34251574383,5572.3227356681,9011.89442741212,7699.00307095468,9872.85125128197,5203.24106893751,7377.91174032018,6820.90473603366,7668.89768911846,6409.60226599807,7132.01557017152,61493.1336117254,4348.03883664477,7517.90747541146
625.47742,0.825,11932.1330294633,11969.1182003258,3361217.30823873,20017.5477674021,15337.8650594912,12105.5035265029,17997.6096070142,14634.2621250868,13106.4302101222,16817.544344608,11688.2107822865,24571.5550257254,11758.3396764593,21191.028558211,10953.2751256201,14652.0318826258,11825.9687965886,15108.0557555096,14156.3848218888,11680.5133654384,11372.4095868022,11337.4280815994,11329.404070776,12203.3113417973
368.37645,1.976,89834.506230653,47616.8427659142,3248427.20103497,61114.274188151,81737.6003694107,215576.066262934,69730.8452673225,58665.7276398366,84208.6341070657,103188.752297894,51814.6256145117,88546.6400789039,62304.3925736491,204430.048875818,46401.5802557299,49921.4632988614,56168.251819683,56894.5888050728,53945.235705289,54670.9896184314,76323.8387510664,53807.2039932285,37549.7782946627,60880.146999988
399.28334,0.843,11238.1415871871,11766.3171867325,3328797.36565549,27889.7627973758,14946.8337531854,16580.9019744017,17260.5583846437,13049.3284929702,19175.0416101822,5986.69629676322,19157.0697875948,31612.4487219711,5593.66470164326,7377.48252790035,13637.6976954097,5658.22497418917,9280.34231829825,24199.6508910094,14028.9678387171,5815.81218930664,9745.46138912562,14753.8408925619,24196.8425741634,10648.0042759005
583.32048,0.823,6098.69619495907,6117.59988302994,3106330.5375267,6297.73011487206,5792.73191554812,6187.30851498621,9963.30568480831,6017.80111975322,5703.12058099824,7496.60155951246,6428.91820722516,6337.53790356055,6009.86774676311,7738.20042386285,5598.38690752204,5808.32195954755,6044.43402729171,6081.47695531083,6157.18167422972,5970.08952557507,5812.61295891418,5794.73337509232,5790.63218009589,6237.29958946556
1295.35543,0.686,2597457.29683431,3430574.97922594,465880.247860443,3645473.99679289,2640503.77825494,3174213.92734309,2202991.60895861,2323828.96503896,4276737.44512575,3013784.46693849,3238021.91842966,2356314.76063604,2650833.13298848,3781657.89489779,2483062.13548433,3286739.48862269,1543896.8414533,3222023.60047991,3137860.75581125,2971233.99097257,2885457.86714924,2634275.26434635,4890978.84067235,3856280.50359945
560.24449,0.822,6383.8456464603,6403.63319168891,3441876.64686771,6592.18555756863,6063.57576079123,6476.60110686438,10429.1480649404,6299.16825687336,5969.77457613596,7847.11120198082,6729.50745481743,6633.85459147202,6290.86395264084,8100.00621577866,5860.14399542078,6079.89472985156,6327.04640744966,6365.82130739671,6445.06566140902,6249.2258686902,6084.38635834886,6230.48399381294,6061.37785051715,6528.92955428575
1054.28948,0.727,2590745.39288161,2643187.72158863,498604.218159021,5102287.9484009,2915975.26066936,3415771.90221501,2012206.06201122,2256104.05795544,3550586.40150285,3548048.43355932,3387451.78434221,2035368.28895448,84205.6460269363,2773727.33752168,2991159.21630398,3221490.8124366,1907726.44420208,3242904.78016946,2989662.7283695,2915206.4112554,2148350.13790665,2649000.48420828,3639693.77828193,3452593.15795851
1369.37439,0.686,2338400.46031923,3015551.17523476,289802.017552847,3265417.06514448,2463736.67225945,2937654.40834125,2002827.07203161,2109230.31009542,3961053.11161393,2686299.04123546,2796014.87072624,2198578.01099584,2739009.45792031,3364023.92910052,2300894.02664192,2901952.50778801,1456188.9959495,3271616.20813645,2903600.34550472,2994469.57634856,2694456.55442347,2369994.06393672,4460384.79403682,3566101.70539683
573.37248,0.958,4527.12797220676,4221.99016100522,3435202.04820611,4468.82406791213,4125.63363640087,4106.56569609491,4035.40409060007,3718.0427580286,3482.3805043998,3890.42473071604,4027.18954508339,3737.15198119147,4412.49187030703,4353.01525746397,4323.09588235993,3981.35015496141,4226.96115176703,4067.34469458521,4207.54669404148,4167.87981753083,4076.39179054846,4314.28504639451,4149.56453914458,3913.28529345112
432.19883,0.723,179073.650463928,167280.384545378,4723691547.1856,75956.032074451,59886.4257864734,64542.6719579637,15747.6034710074,90913.2938418312,69471.5084747114,59629.9797699199,169586.229892835,62309.5825127683,106269.350077535,85038.3630590328,75860.6101486004,91489.4918194673,70528.7775189992,78583.2491408609,79884.3879483233,97663.7292588136,72057.2368735014,63996.5978287356,70849.3595908974,51037.4317029909
537.27312,4.05,2552325.23301942,2543954.48693779,2852952.53908395,5001761.74159219,3100399.73746864,4398204.6494492,1096095.02173172,881224.111702308,1051899.36580374,723419.022453391,932409.082023425,606310.172681775,2771463.11480205,1864948.23456977,2120568.00355118,3656600.59264571,6146347.16949848,3717203.15795539,1397083.04366856,856100.429789428,801801.933478403,985420.72348942,981033.301361011,872702.404125008
523.44493,0.767,15054.0495062765,10607.6120112794,278136.589504585,101739.982965745,19623.6365115154,56773.785666488,48058.4154216944,9013.3090418417,48327.0952740408,163194.067204139,19782.7483126089,121337.313398003,11991.4075213737,4588715.41631015,9980.23663259816,22599.0401013262,21403.1349439111,42840.4873870999,24835.3888694062,22626.0547928307,24531.3168318125,15761.0251153297,19591.5099727185,10074.1412521725
743.57549,0.953,30300.0398089597,3896.77424737837,11826.0419743288,12810.3843509327,12372.2798370001,27488.6711750285,11989.587890982,6957.0985380819,9800.60718410635,39974.698422439,14567.4831011246,14467.5212404376,4072.60178997788,4596711.29423069,8373.29056165823,15311.0434436346,3901.36232741785,3754.04097514454,11482.9918947612,15285.2495845684,11275.1072975764,15823.5428917048,9514.78344331398,14299.9057946296
261.23027,2.445,31240.3336065352,31977.2503309674,11005.2764245236,131776.93902209,21394.802705045,54958.2775663857,27324.9603124658,16455.3622361221,11694.6993129415,54228.9621331156,19887.307189619,21933.0405749095,13505.1084125846,10889.0969478787,9821.9961647013,35290.5505262756,26396.4361192179,29903.1818036894,10447.3129984117,9646.51476532253,10226.1819711724,4625969.01277216,9239.14741421011,12096.6622291286
481.24179,0.726,70762.6088492448,63783.8818955762,4642100.76057748,22026.7561530628,19144.5418707712,25504.633641042,6221.17253099481,35925.2287238196,33005.1856433822,19491.4253027565,67013.5668817567,21798.2785238544,41993.316340613,52267.3929283557,28263.4312459409,32843.5038156324,31834.4071715642,35150.0202376733,28162.2703713907,38592.7256991507,32482.1884720648,30143.2394736528,33668.7556678324,22607.8581861583
252.15718,1.004,304260.281139403,200569.34663529,4646872.57868555,253712.759006147,171571.936516908,244169.115165026,26211.3135276404,232605.412510946,174793.636358619,193167.848610565,140520.939571725,195828.078354378,212163.964151143,235054.66865886,178583.885758576,225550.827800103,203894.869685193,412536.954294845,175640.830335629,164539.095384897,183781.027134179,213148.808320684,145693.55414156,234247.721925329
252.1572,1.077,91287.4305143989,100331.65716644,4687576.10554122,108563.870526525,135255.667247774,89157.8618876355,91397.9275255806,89214.1266839155,85994.2327286399,114173.739238613,107922.811614917,127748.144920455,68685.4480001025,112297.676961592,110465.08210251,91732.3514850281,126450.042062905,123069.269323811,98697.3278622681,86984.2649562412,112348.798088383,104136.079851815,94715.5068187733,108801.614326258
560.34923,4.032,1516585.4291593,1533766.74877169,1466463.95861783,3194603.95512067,1784076.27240589,2233044.40505572,668078.36822009,515738.37346414,618981.883205775,395761.004807354,534935.993637389,343256.101814593,1706833.81819482,1105073.70675499,1166410.54974406,2024167.82541426,3837525.25504685,4714888.7393895,816559.237162463,482253.511295179,439109.101045221,504634.095728737,545184.520210882,482911.962316529
611.49706,0.827,25699.2339332537,5886.94603458537,624256.337193578,35213.1028990768,13698.7807410983,66696.0927825507,8852.0269191713,11509.3120768525,16731.3852378056,103892.17415282,17101.7420499008,53380.5935010972,8824.44139440402,4487081.48273597,5387.30911394426,12181.3303040838,9480.92307473653,8228.17574770119,12969.0107619155,11779.5922148472,11334.0485771552,34110.3901508238,14829.395663473,12605.8732563938
695.51799,0.856,4348.45502921651,4645.15186217675,4820310.12049157,14783.3785551695,17480.8574381739,4905.59388978741,4468.14669087622,4887.23267189082,4178.39092564148,4571.23809384631,4341.09074476921,4396.65992998663,5889.93801512006,20095.5571458297,6543.03919124541,4249.72369578993,4353.00881091128,4392.20073069688,4571.00830960525,6657.06670945623,4588.09334226518,4618.24269574692,4280.49219414834,4449.90463227533
453.21046,0.715,78790.2590979248,67342.4821812364,74804904.770999,31570.4726777637,26528.3976395413,35726.3451178503,4826.75016317108,46988.2566159909,39891.3559445858,29140.0860349954,56484.9731702739,30623.7283088567,65187.1798363959,45939.1615172273,36804.959193882,44609.3387556229,37514.4294381261,46432.5949404519,41670.4752415822,52793.3667751934,34816.1749140793,33851.2030809681,38058.4989590336,25826.4904374613
387.24642,1.433,409176.619963917,317950.125532524,4901742.3654984,483903.922934495,150697.885789486,234127.793564296,172916.455405809,151773.307478309,198312.527399923,107862.508152664,119425.705896236,442770.65476851,187428.556632098,513743.956752793,192510.707410247,270272.78325878,175613.84298752,223469.829874599,157740.709146074,182454.986063677,234309.325033315,258025.36154769,183132.605288361,147724.666824836
409.22112,0.823,6648.09300810881,6668.69962179704,4915563.75143999,6865.05676053244,6314.56614898042,6744.68790747299,10860.843161129,6559.91055620852,6216.88223956371,8171.92770703458,7008.06284111745,6908.45060623129,6551.26251081976,8435.29083736765,6102.7137058161,6331.56061127129,6588.94267073467,6629.32258521005,6711.8471111803,6507.90089618912,6336.23816233715,6488.38323642248,6312.27726031757,6799.18239319416
385.18462,0.848,7123.37130663775,7609.4017915983,5097314.47663589,7445.36388771172,7023.19090066547,7595.95495813558,10974.3188419028,8005.96366983292,8103.6589723107,7488.32080698355,7111.30758925459,21339.6556073356,7273.61700095742,9227.95364560295,7273.24292871839,7077.46003880687,7130.83103144651,10570.9773880175,10070.1972134663,7608.17712280867,7515.93203721278,7565.32085187514,7012.03877451091,7289.55980040013
1093.4937,0.759,4616.74023347179,4683.27435549406,5150445.34382829,4261.99519901681,4349.17685928792,3901.65712252386,15995.4827949579,4058.64614326293,3489.63220552147,3713.75851853701,5380.06002413732,3751.86102891752,5264.48519326212,5500.42608705613,4494.04860409282,3485.76715288928,3098.71158599889,3329.9235654023,4100.85203726766,4001.87550751921,4956.70917045522,3416.56148271545,3220.15947236083,3802.35376191491
399.29812,0.721,1030625.67613781,680623.789766263,710820.636683494,1325934.34075043,872964.840115026,1305988.03723684,555211.313365437,383903.279650993,850581.516572232,2100367.32445423,1463538.09869585,535288.8250611,725588.613981573,642730.452573862,644483.551752919,700330.484892547,617948.289357053,773565.601226357,1145022.63972848,885384.431837548,336378.145906271,560554.664892749,1054150.70360479,727850.71084626
238.11742,0.758,11943.6961916642,12254.8889532106,5229964.26183513,9846.29249597006,9137.70793945468,9098.64191449991,39291.628437833,9309.21857537316,8417.93874522173,9259.72763271165,21399.629381732,8733.98181112623,11920.5513111117,14857.1121211655,10539.3779866163,8174.10847139282,8224.42624290081,8189.90618415489,9434.36320991891,11298.6775173648,13381.4085750401,9955.63973631486,7141.47809842524,10212.347232133
1030.58232,4.033,280290.069938191,259600.281097525,316262.85452788,1614133.09185729,372084.779339049,908781.33496529,27294.761550922,7938.1434334635,29592.625699457,8846.23080192352,18325.7638218036,6669.26289213857,337683.156586934,127909.715603573,167189.646308426,680332.131977007,2649508.68492743,4821131.54541822,59763.2950648465,6585.06949689823,6669.02003396218,13501.0780704401,13566.8070536683,6858.73353852508
289.27651,0.73,83379.8522332126,91281.2464549625,737095.867563367,103824.828142397,86096.0949581235,59186.5820474967,60506.5312599628,62350.9855456597,69037.5722890132,46156.6863796829,78962.3417661913,65897.9880311563,90522.9761508327,42435.1356530172,65741.8238712231,49602.1664173903,55926.2399937791,63293.2876671468,59892.8142621065,68847.0707563791,65335.7952860292,73826.2950281492,66854.0017445617,75040.1803540944
919.68095,1.015,14943.0290513198,4718.14379766401,109449.376995794,4976.00287458157,6345.69841323991,6898.90741836783,9034.04737919301,5788.83223340976,7937.3210436173,7361.33360220449,5385.85262345671,5776.5902396885,4637.26300806473,4443048.42954288,4979.34859395439,4846.5948813539,7203.07080091674,4836.98563760255,5214.59098002497,13299.0931814883,4745.77154677174,5050.63971525592,5954.97235149127,4664.46193234264
787.60161,0.977,29350.8910206094,2586.42817569254,18312.0192451291,15139.3600040538,8909.77828806116,32228.5531942072,9521.62944123253,13872.3363357842,13045.3921658712,32239.0833926194,8288.60272954718,22340.8601136977,9112.4593644458,4397561.90203385,10293.9965067732,16853.9123179826,11957.6859104072,10311.2731294261,17369.4413980237,11547.4724728542,2572.19573736872,17523.1126546294,13128.6016601544,9919.05104351555
397.26732,0.776,6536.82076296439,7116.35211343485,3763033.08718161,7167.73800361584,12951.7258986795,10086.7270756498,35673.0384421545,6314.21256216988,6331.50132894643,14334.4650022411,8743.12756113375,6453.42305607287,12713.561203146,20527.6056007859,7544.98632279156,11999.4593758351,7898.71427125406,10388.9348259158,6782.00644431058,10307.7403254686,7616.10623299983,5913.44965515716,5668.02810507598,6241.95504364481
249.08603,1.295,1853983.37492102,1259717.67173067,1154277.1353317,2226298.42128396,1707504.06127229,2266844.28459465,2042480.24796628,1684828.45069945,3711636.58998547,1988372.54454855,2613191.13026301,1665429.95105335,1628944.45918674,813697.580611513,1665263.90678977,1512012.91470396,3050237.31218462,2945289.68044058,2365161.7397833,2946743.59634695,3857245.35143475,2568639.95516172,2410491.3109042,1457177.45251737
749.39891,0.688,163293.102557401,655288.808044731,331916.008850707,68296.535146935,47617.1020035749,3912935.63025384,148191.052728735,205820.088783887,75363.6510158866,454005.599160277,173958.185644758,68868.5571669026,985964.745675381,155162.545829923,131547.389995473,423536.15179853,430862.576372429,633085.656420137,187268.543396714,294621.71115297,444149.926663332,631586.34155561,70124.8384108044,59609.954639662
389.20458,0.692,69046.3683973324,59014.3234292132,42003726.3067615,49517.0604654801,34523.843911396,42530.1799257289,4381.5659636608,42855.2178295673,54640.9339247494,47821.4804706436,8553.99385300474,49931.7937881792,66946.0228513428,47669.3565345243,45832.8085006454,52203.5178264064,49544.553242042,58234.9788285613,47553.3233501164,47920.9196956106,35542.3941215766,49199.1781962082,50842.6358123331,43219.0260001665
364.16329,0.821,14850.1484868378,14896.1784194377,6738152.37379915,15334.7903135726,18244.1286977472,15065.9169180074,25668.9149667993,14653.1713231526,13886.9333311221,18254.0075364694,17497.5027000749,15431.7211253492,18246.1416037806,18842.2937693235,13831.4285359116,15099.669762504,18172.3993294549,14808.2201373296,14992.5589338791,14536.9949740708,19253.4130103194,14493.3974874989,14202.5288395921,16247.1927831074
373.37054,0.847,4638.04436647562,48235.8405497692,20382.2036691158,6457.81892887042,5700.5535822891,34353.4651394631,28104.9528188255,8381.8328753535,48120.1176092682,43222.0239301079,35723.9476563957,4719.28677682572,4600.00696917768,39894.2412022113,5531.94379490843,47902.9050030263,6420.42283294767,4730.39736735065,47324.7381227419,40503.5011344228,50064.989851331,4973.84441860002,7942.73883649094,4792.54443230714
605.31584,1.009,2397.98404360745,2389.07831206536,4069404.09891062,2454.84336888245,2285.98733355079,2488.51848410019,2549.29874626876,2342.94784556606,2337.88342812627,2514.42157538414,2770.47628679942,2509.46585739308,2436.76993434197,2788.70114199715,2561.37108972817,2309.40120848141,2384.88029721695,2488.13975157873,2690.45829400439,2289.8833430716,2410.47816702248,2598.0431590984,2378.65831971391,2352.65094025866
547.35661,1.039,3099.66274369711,6267.95785287171,4441884.85521599,3141.6577085347,4632.59698946363,3596.1768551957,3203.78922188092,3033.23598644459,3043.75980396097,3777.46896657981,4847.56538165782,3235.04909169295,3108.89866510813,3689.78423659606,3108.54667020935,3181.94213917502,4215.3800569907,3356.01769520087,3094.95440511383,3297.54374701995,3466.88917490951,3973.42496759654,3156.71150260292,3156.59581641217
567.47099,0.802,40077.3718383409,9158.49490765196,70725.3639405685,48658.2948603463,20884.0777580679,72517.362236827,16307.9176203257,13875.7832824619,10558.8209152558,126583.521608817,15383.8301210008,103212.95074399,9945.26467665496,4113779.41943708,7827.30718200582,14933.5306115358,6922.6280685719,7050.14964763752,13311.8604376669,14925.7241849336,11173.0648526884,25590.7000166256,15400.735038243,27348.7611027866
325.20973,1.842,55363.1134758109,12909.1556080406,4124752.20043606,32749.6827805416,32449.9782700341,13237.7699726435,34010.6068891392,19447.4331075212,12872.1817567948,13486.6970806205,12425.4856904985,27820.9985944447,18914.8514984189,33470.0043930829,36020.391551134,11845.5119412034,22104.9096550982,14120.8458981224,13006.811996713,13076.1741336039,20685.447120415,13223.3979409855,31371.7240886539,14389.9081229344
1220.33793,0.695,4294170.55046058,5458766.4495368,712303.345278985,5674381.92826953,3994969.05502553,4734038.74745402,3426645.97729002,3542802.96833964,6842892.81481648,4716594.95618868,4637389.58101114,3741869.56172907,4228566.19722046,5812489.92535389,4000225.94220275,5245952.99951557,2498149.1445782,5041670.07194042,4830271.20923826,4329187.84218675,4609866.76198168,4137927.76910213,6962236.364013,6111820.4477852
875.65422,1.004,19995.0285354675,2246.19918812418,14081.5610210598,6494.86117396634,3787.14195070742,13005.4494478582,2396.83761944352,5051.11180983779,7512.87004776484,14602.5527952337,7315.82501851898,10452.6155679932,2291.03860703191,4196920.70739539,7605.85126850504,9994.93320304598,5787.41745119751,2339.33624599525,5878.09896334853,8433.84596602841,8048.84949035135,6864.79328599857,5986.10778391994,9065.05370502014
196.15742,0.728,122994.852650843,76325.0671401198,494662.75939969,76772.8431720105,89990.3328987014,74196.4946763805,47683.5005036191,55363.6369933545,60755.2524549239,37459.2569348315,52991.3835982369,40682.5581433948,77031.5997799879,76760.0697809094,77762.6266398023,79236.3423155975,94662.0945299753,85235.8687667062,59246.3626225123,51861.8769414285,65081.4120068346,68191.4817778821,55311.3969226973,59001.7367036044
