m/z meas.,RT [min],Area: B6_1_ML_polar_RP_pos_01.raw (F1),Area: B6_2_ML_polar_RP_pos_01.raw (F2),Area: B6_3_ML_polar_RP_pos_01.raw (F3),Area: B6_14_ML_polar_RP_pos_01.raw (F4),Area: B6_15_ML_polar_RP_pos_01.raw (F5),Area: B6_16_ML_polar_RP_pos_01.raw (F6),Area: B6_26_ML_polar_RP_pos_01.raw (F7),Area: B6_27_ML_polar_RP_pos_01.raw (F8),Area: B6_28_ML_polar_RP_pos_01.raw (F9),Area: B6_32_ML_polar_RP_pos_01.raw (F10),Area: B6_33_ML_polar_RP_pos_01.raw (F11),Area: B6_34_ML_polar_RP_pos_01.raw (F12),Area: FVB_4_ML_polar_RP_pos_01.raw (F14),Area: FVB_5_ML_polar_RP_pos_01.raw (F15),Area: FVB_6_ML_polar_RP_pos_01.raw (F16),Area: FVB_17_ML_polar_RP_pos_01.raw (F17),Area: FVB_18_ML_polar_RP_pos_01.raw (F18),Area: FVB_19_ML_polar_RP_pos_01.raw (F19),Area: FVB_29_ML_polar_RP_pos_01.raw (F20),Area: FVB_30_ML_polar_RP_pos_01.raw (F21),Area: FVB_31_ML_polar_RP_pos_01.raw (F22),Area: FVB_35_ML_polar_RP_pos_01.raw (F23),Area: FVB_36_ML_polar_RP_pos_01.raw (F24),Area: FVB_37_ML_polar_RP_pos_01.raw (F25)
309.90569,13.808,2509897.17526402,2671004.57472945,2570181.19223321,2536717.63048943,2611721.5496024,2571580.66295483,2182986.15446541,2863517.63009204,2589790.94653391,2514803.19274731,2728609.62976101,2567760.99478625,2618291.28093348,2930805.61647714,2634320.35316719,2608912.50491418,2611328.68670796,2467173.86936472,2454782.81450514,2411024.23206709,2453818.4492964,2656144.45069338,2542575.05089039,2426301.4171585
683.76916,0.709,915114.502097451,1920932.21619121,432367.073989587,327202.800866379,1647214.20856667,161657.491804265,664195.909284031,1476964.13635554,1128544.67909146,122682.361375846,758866.871835468,122502.347911979,1133348.28451126,1109727.73296363,1038670.97157342,868161.136556672,95587.7951319698,121410.467007545,1383253.59019793,663190.41004859,1167925.89727228,775089.453171888,731049.3819289,1234737.75383796
333.11719,2.881,2567139.38859853,2638252.27917072,2212190.34911458,1258308.99882158,1616469.05393888,2024779.71803105,2926432.31230818,2002432.88321342,2390952.19518149,1435682.90370515,2938163.26184579,1874333.60309804,2423259.14322078,589005.122638563,2465410.77405542,1911176.89212518,2169443.62856725,1236553.29135821,1456454.15225885,2170549.44414668,1591403.69396741,1972856.16014845,2111789.40131491,2250810.49574303
342.92348,0.746,845749.528553954,276426.010782185,1912819.72248963,1553860.37917305,389900.310801733,1691041.29442908,1634325.72403734,939471.854605358,362322.533134237,995810.301871611,1127466.66301474,1756003.38139196,473779.277276767,1478133.22847801,807399.052675489,794271.921573019,1171398.65089922,1763567.47087001,279032.603398848,914726.702294899,390687.656015528,733767.429750827,801496.743223817,832268.04772426
371.87271,0.621,2224457.27151441,2475564.82745566,1756463.26164657,1775465.39010988,1634584.31440191,1714079.93109973,1832572.22188372,1476310.06034086,1500125.02562705,1784324.04910809,2004848.71361275,2740873.81133545,1850899.85274161,1452662.12600062,1907206.3683638,2249005.90649133,2298549.28836471,2390339.45681621,1994474.85660696,1637605.2620711,1887670.0081862,2665980.18111735,2446942.92874682,2697143.34489534
917.69772,0.654,2425001.29028019,2331650.97618674,2528185.97295762,2275528.48831344,2253005.9686062,1515661.86669884,2022011.59285489,1286033.42137559,1894453.41446355,1818790.57447117,1595903.54322088,2480138.54566969,2306230.09707763,1864414.87579796,2650028.96065824,3383605.63584665,2277528.55188918,2863416.7487283,1855363.81610811,2299418.0206722,2016528.59529586,2058208.1532133,1673530.74204123,2954770.91255488
549.12065,2.979,1385577.74060031,1016576.40713782,687355.994704446,2699800.25574229,1385295.44083958,2549927.03101985,1235317.47862703,1064333.60305051,942182.118389102,4120535.54583994,979413.636643227,1669440.62049817,1026335.12081339,1161264.03508082,981328.666449157,1450801.65508708,12246340.7741019,7155554.64140074,971352.369631361,1082481.95639981,1169508.44807048,959004.622096533,1259761.14113052,848824.625986569
483.89815,0.714,964349.363850749,2698126.83967605,312880.955863442,291080.105011585,1503325.82609821,195384.173356749,534760.082011577,745209.242684701,747910.440666513,175424.119614287,469023.856352038,177428.240041217,1575903.85049286,387206.384350498,1022001.40395649,400463.036797921,150008.995408165,143405.609467226,876161.055947651,490531.313772709,736994.567822408,537603.848953797,327890.701312929,923533.450259121
320.1043,3.049,1814257.28325173,1768520.37736982,1841761.97090878,2467227.04065225,2210175.69694601,2210513.66792272,2047909.42341248,2160826.47426629,2141096.41198386,2053680.07629245,2310135.01430344,1445208.59958119,1815420.2798954,2697688.53407273,1671030.8979795,2563020.36589316,1141762.14694389,1070989.45483839,1016553.16225464,2233879.12830351,2741206.38174533,1213366.28358111,1783361.05971992,1532459.15905914
2017.20062,0.664,2295012.68202013,2195292.08270522,2371399.19113175,2453092.61040042,1776778.8862833,1640340.44825003,1836980.51023109,1434576.20766766,1758902.01477224,1830464.64642126,1739439.44803521,2477826.73117794,2189299.72062958,2045125.75701697,1905625.31977676,2137330.90572158,2511500.09490806,2636575.36350484,2074657.4770927,2200207.28491847,2045747.27968293,1929312.1876107,1835227.03724936,1946102.84778623
361.09386,3.196,356543.543816066,98906.3942946196,92299.5415832111,97713.120492091,106320.133111375,81697.2183745792,1168650.293942,1093735.22125345,490028.481545422,1563552.58143475,1513359.10265133,295323.280417893,95741.4200508859,108508.734258449,86748.9122372181,103231.419670847,105984.009494019,96436.838521849,1350129.15321061,2486334.9997799,1022347.99823784,1090392.14899536,1633516.83713073,1881722.79739008
1309.47409,0.674,3422872.19624769,3390271.61510865,3542785.50738786,3555586.85390005,2681381.35404995,2375159.95702329,2718829.05161072,2384726.92402315,2649059.46583002,2490168.03132222,2804818.73663078,3632801.59564245,3334820.89686392,2916093.81292916,2856203.88306351,3343564.19452156,3355325.97470717,3777086.23296258,2343782.67200643,3197695.55330719,3105116.32476371,2821517.1359276,2891441.93997962,2594796.71881783
875.64035,0.688,889180.222423808,519957.565183771,977467.84215617,680972.32109456,1154750.21141831,2019038.61988045,1057853.58053071,1378650.68135503,1540991.28160359,811388.165157737,470305.165878841,1106187.04745709,749884.436986703,970797.690389634,755966.716603926,1098714.74581289,817054.876131829,1167086.52087954,2077695.53939169,730907.116293015,1250438.75974125,1484994.68962056,811669.926393491,830974.735090747
428.17935,3.196,158068.641158343,84314.2267733935,78682.1169210337,83297.002773806,163201.813170335,105901.486778381,241724.059856098,79547.3372664842,221460.32943245,1917737.24744454,1271244.49639193,1924031.47753047,81616.1974091521,123327.918945666,128227.199603965,88001.1589780567,2077380.19639931,1844743.13626705,715483.723585822,251429.624253856,161303.542523693,176912.105168391,469828.380086632,73779.26170395
860.21819,0.807,6827707.64765329,1080085.17323762,305314.315357515,328949.428590609,1642646.817601,331594.696576565,492392.86629117,1737893.38489432,1409233.21407233,6104740.93447632,343579.104208741,1906933.27774791,651936.597923333,550790.438788493,636375.925381749,1647182.70980381,3411660.04453072,1723335.57207451,3876031.7728471,1064419.90549529,986092.878150535,1616399.31482922,3963283.01881213,2037335.82125504
394.05119,1.059,1402326.48541024,1488987.52500416,1104135.36247434,1052895.5447874,792182.779833829,981971.941986406,1769385.66265004,1401080.37154616,1028314.30436551,2358973.00491009,2502361.91705768,1904969.60157865,1303945.63790138,452634.590606299,1458705.43359979,998179.798779274,1631822.93906605,1524465.58500092,998662.585769122,2030406.92566303,1362823.25310674,1842460.58982114,1853132.45225645,1928218.67167865
203.94988,0.698,1618645.19949311,1207018.25197241,1242213.37869502,1694850.33345323,1412316.71050434,1231338.57354053,1322003.79802618,866692.658464335,1388196.6663812,881233.736066824,762664.372413354,1283479.80441274,1270656.10825648,1039140.45429351,1272595.05375255,1249361.59658376,1268852.43671106,1351155.9335432,2505351.85238507,1167857.06373993,1250504.08507401,1516477.48031074,936827.526820626,940863.71857762
737.73693,0.711,1527268.81877503,1806962.55360718,1275962.11323506,1203557.76439587,2064864.82286482,1131022.89419294,1309859.79128002,1406197.0657068,1626462.93781208,1081300.62567891,1229769.95287047,1020223.39295488,1684816.76325432,1275870.91742664,1670373.00099668,1464875.97860345,1051933.93519849,1069690.00457531,2509058.68172378,1338605.27417089,1656644.67385116,1367247.97007259,1356903.75303926,1391424.87173755
387.84663,0.624,1641211.87786552,1173978.93485614,1370338.6980285,1493222.54583301,1231500.92949946,1432671.56299088,1629410.78326032,1469475.00791926,1267913.62979677,1404299.96775232,2016484.32248672,2059649.68904574,1523272.3458111,1508760.45830761,1411101.7776569,1778174.72215639,1809474.01899296,2071624.08800826,1566712.80821222,1723195.06554872,1917012.88422924,1979813.7732356,1880779.22339167,1812556.1903165
341.2199,3.105,1081462.4685986,1502451.43521671,1219653.87276085,1581953.89815385,1525743.57465043,1331045.88048933,192187.746121416,372025.819459309,319301.95463584,242096.169173709,247306.270509056,837571.852478973,1849416.91127627,2516260.28186253,1106634.79472502,1517577.63861005,1195584.89082622,954218.185022902,404824.470910412,259725.146954631,722788.884105954,373412.424212117,421253.320408265,404691.072966763
943.62682,0.687,618892.848632164,445658.830950762,620024.957989105,572502.307704881,900532.403008569,1243026.31382435,907614.319422884,846727.472844448,1131554.76003029,409573.983292348,397056.233835926,594447.906499516,614884.367585254,737270.215918291,777573.904615275,598373.262527091,478368.452669218,811219.372872038,2068971.03232382,394418.83841844,820435.410942466,977285.91594641,524427.720033542,623815.846400306
640.79931,0.7,1644505.25613004,2065714.61852195,1065006.71506865,1379420.95225777,1558527.15000681,405653.471713392,1037050.1961794,1002925.42387239,1056936.46050211,541357.767077764,1272576.86735333,540682.902118734,2041325.92568046,1199277.76565359,1704928.37162905,1060292.45679739,682256.046683474,688188.830857528,1008340.4659552,1129262.91902775,1483819.62008747,1008403.11940756,1024847.58975888,1020173.55246177
309.10607,3.069,814833.200069095,1725345.32647148,1495080.7944935,1238727.28078392,1480798.2773723,1218092.65958416,1292178.10450834,1342539.64057091,1330922.88227914,1256068.50380846,1210178.95814489,1061385.60354639,1532280.53984884,2475949.92368926,1128210.07294203,1513899.66881515,1692942.41817364,962253.83033417,821774.092240441,1193402.20822295,1810206.46018031,1547791.71592116,1617473.47665434,1488375.91135749
514.23742,1.019,1451744.08957884,1762353.46079747,2468220.053249,1332838.56411611,1623250.22222726,1431229.03745017,1031282.57378499,1057582.76572277,1311175.14823395,750936.206756782,1617662.6650511,690862.789095995,1984454.20399384,2091789.58188031,2517999.74352926,1597906.56675427,1427038.64993418,1118176.71222189,808256.40538427,1361203.04918378,1819060.69672816,1059786.70032636,1518824.22265605,1323731.12979098
764.7043,0.662,3145844.81729286,3483856.95811128,3012025.8414423,3772218.17621524,2468754.15337294,1823863.66850189,2362252.46015479,1585249.25698015,1992845.07583861,2271436.54020913,1007489.56817605,3006390.66743463,3189610.32151708,2297646.26982922,2720458.57813426,2728099.74038955,3111892.03651931,3319404.96395923,2065207.88598758,3027414.08507189,2972868.27380813,2260795.51243853,2038431.12085281,2356471.71166189
759.732,0.693,1312242.37969459,1385698.62168307,1208244.73231974,1198502.05456791,1911810.43943987,1149024.77819701,1110342.95469148,1075466.56311887,1394039.22820683,1181012.97023438,545138.23001222,1210448.76197366,1338401.86035447,1108521.59643657,956910.129583972,1390867.55214435,1156432.41380038,1794860.60042071,1854488.32000163,1335647.88838858,968565.10065258,1586397.77024782,691318.535818969,1255234.98312082
1352.4794,2.49,1578321.12142194,1238456.06010163,1305237.47662282,1064486.41320247,153478.442323806,888513.008003042,869871.36012835,2521175.01267629,111793.723147869,560881.581715185,315955.493202301,2427086.09424062,1660265.92938403,1047702.55865555,2175518.40701323,209388.686659254,1021887.00557899,312402.66046047,83430.3836391811,131963.143972126,2285625.04823589,166414.369392021,671101.244905202,630865.109232368
634.99116,0.754,1625619.1578217,1448381.36346587,344967.303568606,776209.491666915,1860096.25044484,247685.465012353,1262220.30364895,2041986.53260052,1757565.51667843,586669.420813525,520958.669104534,413813.296465126,1263045.32777345,882338.173304052,1292389.7305134,1255597.93057716,830618.744351364,446564.382398866,2050585.00656338,1384703.10460105,1353450.16354711,2123061.41128796,1743954.85882413,2044026.86231694
531.71748,0.71,723999.09955219,188738.988601992,1062048.33662229,1070153.12661969,428626.961374511,1169426.49766323,800867.237742531,908805.75542722,637828.208020206,1894431.76411725,1165217.40627156,2050022.05439949,560036.474656398,1120241.88922265,768325.693939766,941480.000438818,1492208.89025312,1303135.22690878,231538.221030116,813988.500734108,829159.983216423,667023.821375538,1296828.9348791,558136.941839485
468.85698,0.709,1569893.75975195,511361.711428302,1506963.50168938,1813998.46929292,1806496.59510636,2384716.04422566,1761890.95120469,2149325.00158177,2053274.47768423,1637298.66104096,1834920.73697843,1949984.31340014,1503027.28652361,1355712.04168825,1445474.30305243,1960533.01279249,2415193.77520695,1780717.24301787,2218023.16913086,2218807.32308632,2213205.9851354,1956611.18851733,2207719.33634563,2489813.16651345
736.27424,1.082,430511.892930176,748653.825640122,973981.063448352,752028.288910286,171566.547336704,306201.940264017,1045931.42697065,1992348.37798165,593269.037172205,1555600.9110576,1063244.23452068,2106779.0693627,346070.73995473,693472.445051851,469126.882218827,318629.440994337,445914.90946187,488322.298426854,632770.360188855,622097.199704292,1009456.61774417,786976.401399742,659946.583157174,796698.19030769
462.03755,0.874,893692.618010626,2531889.62258173,818553.618614962,192192.939741361,166939.012444345,154291.102325049,156216.454230965,579308.226012564,343500.197262478,190289.356843886,175337.898816733,187796.387291782,1580891.67200856,548489.20794795,1740673.89845485,370663.355121519,208148.962592182,249428.108641521,235795.299327752,315500.02676516,445407.85459626,190554.477282728,201146.87303875,391669.643413217
405.97466,0.731,624778.522485547,1004001.26177513,902924.688705486,799859.025547402,1354266.9295493,400264.47013971,1049734.13245293,841667.788476375,617130.859461754,576647.422950505,1174252.08343286,396384.639232319,1625990.58987123,311678.737587704,1149904.19787246,521860.305451759,223432.368143947,345786.799939731,524485.922248345,1167736.78239377,562933.609790472,1941012.2270942,1022740.53992446,2536402.52459042
472.11252,2.712,1270286.2954691,1414878.36738612,1680942.61296504,1611657.07318303,1600170.10190456,1719070.2532527,2508498.420171,1358612.36700287,1829025.00060327,2084271.86467137,2537646.184383,1688611.35174349,1453548.42267338,1459824.81577267,1455025.88230251,1745521.10800737,1632328.89367997,1811936.32972079,1377393.77830682,2329152.24527723,1526138.73784023,1599562.16138997,1564359.65007208,1412312.18267586
340.01967,2.988,125372.591369918,47632.9048155431,47772.4492118115,44114.2897410268,49359.8266385902,41203.2193700743,1349767.59814681,1386454.03846322,211903.531566933,710293.138262672,435763.393786692,702479.664524845,118113.87626118,57611.7771849679,124491.19387291,60894.9629130097,67523.3998667011,65655.0034614941,732949.593981421,2540514.45045884,257236.616108698,311757.77330276,1670320.38206443,2018587.67170175
246.9052,0.722,836436.52161623,314004.374747781,1082017.42008132,535577.938767154,428230.181901823,2044835.65886621,259438.982519375,425086.154099026,529735.861645526,353096.113832347,395863.454895965,247293.788413453,399041.173676373,1624497.39897898,566728.173622638,889312.014704533,1066406.25879574,804007.075819909,229077.007017172,444853.336154778,309407.799004407,253610.02406754,386121.522729171,385846.491553762
368.20592,3.006,2064871.04522793,345378.416960616,191987.395416511,126932.959221737,80345.7621853479,142279.125626967,64737.5128140443,82188.6011898347,106096.417563844,451692.883041422,69667.9719011759,515236.247650673,512324.580671969,136963.343601366,413584.897649127,256011.878540125,1755671.81972888,2540713.8297023,165628.412924293,71261.4861316868,72787.2870686439,66655.263623,402111.520340477,63763.4202340304
1422.27486,2.685,526759.941145304,634899.140753977,819400.886522522,539006.160983819,395478.52939332,620315.392538742,1665401.17226685,619025.109669442,889297.787894477,1293144.28648418,1839692.43106638,649548.190226317,471203.205517,167534.133755372,1340894.16602597,518855.615272837,642957.869292074,701145.536063545,490780.883416492,2384749.22305699,540849.882593292,770253.414606164,925750.662488315,876400.615760827
396.16338,0.744,820252.154146518,655225.070558974,868832.091493539,1785008.57792352,1879413.57853686,2035532.1322275,1692622.05441981,1575516.32675298,1753068.25179882,2241782.8165184,1046119.73360412,2475506.17151116,1634290.37126697,2579882.35946726,1147825.5981556,1641165.96346958,1164125.72243976,1445270.46023943,1606215.67559157,3650575.29916883,3454403.75475338,2323965.35064779,1785235.82762571,2306875.71432786
500.83529,0.708,2242423.48596142,2282934.74189625,1474197.75097098,1335886.20543622,2256550.25065422,775434.433552126,1916151.13491147,2269949.36482463,1363378.84474195,1441286.35638742,1817744.38311981,1209496.00693869,2316186.54181197,2196870.1145659,2216601.4167816,1801707.57601693,1510819.91582033,1049432.08459738,2471137.12320466,1832172.11791901,2169964.26297718,1860450.94786293,1874469.57853099,2238935.46534385
632.22098,1.093,494676.546829784,181871.343313463,257019.459429109,1779952.47491659,2009819.5495013,2312935.41403757,1164117.4082573,1165014.17994476,1847803.11538821,2470670.45372534,1251594.54521983,1430034.01699773,258761.493884872,344962.356054586,239700.048678092,1458738.388109,734556.285569483,1167698.24464402,1246565.34925654,1048579.05588844,1317659.15711221,1112925.46038849,1454347.27811736,529787.210718668
756.70867,0.699,1379793.53818963,1534084.18551574,1167130.72433268,1006052.5384389,2096417.62667533,674386.346573687,1583105.23530982,1507047.94792009,1696212.55223676,1088991.50164161,1910405.58667064,887161.899949633,1894374.64289937,2328244.21921199,1756624.627586,1242789.83863349,982115.655780657,930804.838472604,1259843.92660698,1360077.87959458,1418578.12004522,2106696.84584934,1549348.52500728,1575942.16055267
1714.41215,2.735,1228404.50939548,892660.448822291,1784169.33401963,1382818.10935898,941938.120801376,1169647.82145218,2403775.0004377,1885759.81064669,2128714.69679782,1305034.33186366,3059595.39232086,2026463.01263105,1087134.60945863,625373.824596542,2147758.61093037,1200648.40442902,1939589.69127732,2027049.80611432,1556619.33942915,2165870.99450257,1887425.51806462,2317483.59546877,2291550.1982102,1899522.23068873
537.12023,2.888,2312636.52542622,2299507.99495421,2453152.46399201,1901549.96846465,1723172.45280655,1741332.70484309,1934824.85419898,1786250.48552874,1526018.71728842,1964859.91065034,1735272.25835072,1592139.45887191,2329811.03456067,2419927.25665077,2345522.44624155,1613438.26332083,1490454.36798963,1101036.32112052,1429775.1352846,1936886.41978966,1929557.00804228,1845445.01929979,1991228.78798822,2404353.12636422
455.83417,0.624,1783619.37430623,1437100.42779369,1436495.45391601,1447426.66948714,1276586.3693673,1449524.81099013,1551772.22811826,1423312.99735993,1318114.59157844,1458094.93289999,1809759.14469174,2404587.01457752,1291333.90775667,1424115.13429212,1252706.66410396,1617550.55726673,1633984.27777102,1561709.3026038,1999376.61774305,1860547.48314049,2110763.96210162,1710899.78763582,1750196.74870809,2239425.12901867
611.29149,2.651,282235.320735938,117637.759550197,296388.043440588,441902.271756124,1471080.0868557,1106615.0223068,1107869.5663735,622750.271175317,893388.291785799,2416310.56562824,1255385.0613362,1199071.91146849,81090.3540789855,333765.796477185,539145.32829696,829186.33059099,895944.649004176,877316.578124094,507620.720604482,307941.264857401,1412826.35592555,265589.686103285,612047.19434074,203891.377086182
620.73347,0.706,1294064.00286779,1445067.19082033,750959.447035837,721862.549015981,1671665.1266488,312247.557639771,1179408.84006951,2417956.27093461,1990070.7753061,1177638.0277741,1748669.64053377,565940.561136491,1427863.01327714,1765981.93096675,1574445.48117437,1369641.68732185,817769.27836258,380468.42906495,1778701.08988375,920121.75445834,1831882.52061868,1291439.51791087,1610007.22462761,1756883.73997863
305.23179,0.715,747990.630642648,445084.418275227,433612.469491547,1245041.81608497,1104823.97716114,952223.331584664,749504.846772469,846427.583643826,915726.778402771,276694.869242153,475579.428333501,284493.072822233,1203245.16387214,2417960.21992049,888532.632014716,761685.442092037,450059.944655808,353172.524028676,281058.354145192,529972.647966408,831748.933113245,406782.973665523,595727.349322332,787424.476929009
740.73441,0.7,1366911.7655221,2092603.46128684,1377162.66794479,1247814.90362745,1647157.95062632,244586.59245028,1436701.43414309,1553244.22595538,1283083.16903052,1161556.99077513,1648708.13438186,1017787.37222491,1881214.65060055,1390090.40367758,2024277.66228466,1375779.73641074,1026739.16261761,375274.849657271,1628399.46449347,1131100.45418236,1876333.87903364,1308349.51032699,1404020.66126403,1531869.9938462
436.96492,0.73,1583572.03204539,1940280.50492077,1533624.81943536,857463.445280639,1650456.01557139,290593.966130132,1121199.99860937,1242389.6397962,1625081.96580997,320004.999437441,1076207.01034382,165635.326382172,2418228.44320922,1294535.36307087,2174808.20055335,1217364.70463064,361837.296551672,398828.098416082,1657166.2871016,1876167.39683591,1505197.69872454,1416130.85180692,925173.024042961,1598193.65998473
1167.28279,2.734,2421279.24203292,1096080.98273156,1856214.98247051,1877544.91050266,1960569.48438351,2156241.70903311,2453349.8798014,1591281.08927343,1636543.96108296,3559357.45730365,2544753.66299031,2082943.12242456,984345.158424301,555412.62187543,1917103.53448539,1535411.4054028,2036489.11543509,2343582.03799894,2101483.86315479,2881806.29071872,1105700.68425728,1408591.20167229,2726849.35087471,1838677.16057005
377.94213,0.713,1453784.67703767,2430073.02261437,745371.845730701,742591.808565861,1555856.17955106,238640.350008704,865228.749065935,1187716.8968496,1349929.6473874,206755.283849254,1381301.90461309,216709.1457687,1582600.65250587,1404786.78874816,1461886.35414471,1009518.02334054,441959.885441001,175154.232036924,1036921.90060785,871362.00184108,1311931.97106252,996158.070950672,1319778.57383732,1460931.82253645
537.16964,2.672,1216808.69713554,842640.768565578,859177.502174631,732652.848598644,861647.485692371,1293811.01770172,2431476.82724034,1330706.22878817,1282512.84382971,1713629.20307716,1805415.98637349,1148174.83312776,700285.400122841,292430.446239153,1523116.36950831,833965.26353594,1263554.5959164,558529.372483796,920868.029649998,2216914.45518949,946876.150881753,1051992.35179405,1690353.45033921,1425247.69222061
157.08944,13.82,1396567.80218273,1312246.62383273,1758076.41495881,1609593.72335017,1352367.39999408,1717922.15443364,1369536.95441191,1360093.04222241,1422832.7269945,1577247.22650981,1313172.43996757,1497316.43280337,1560279.0131413,1405121.50757031,1274446.682735,1227967.01764822,1894037.44516323,2091222.01667588,1697001.79752895,1660711.40070822,1565393.86410287,1596314.1240535,1171107.23804659,1677821.63908983
511.89949,0.672,1244933.99510938,1596781.82798153,1197255.22973121,1572459.22892938,2345429.29540959,1852444.78590167,1902809.92635283,2437505.21911493,1680101.45165198,1397251.45893204,1693309.02828107,1170018.93523351,1973162.04933867,2106894.89381516,2460795.65015977,1312242.887426,1232587.40958295,1346458.49618256,1627919.61498417,1784033.89161272,2351313.23668254,1779577.40883795,1333477.00210453,2582182.42469054
279.16813,3.457,1803313.99130374,2132193.47983978,1823610.46160355,1032725.56182233,1910806.18229602,1703388.0776803,1708343.99117842,1743738.27276884,1516004.34278929,1867043.06808366,1735640.63016554,1367324.01199257,1565215.51725236,1996447.06438009,1567941.95297501,1814112.7187263,1659461.89857963,1900569.96614032,1134138.7020867,1595258.82821021,2036001.32634843,1767413.53938355,1537731.99782129,1829839.59482475
622.3102,13.821,862921.168082864,1556758.59878794,1718947.06954324,2115730.02962929,2230502.18318904,1323573.00480534,704479.328347646,2293514.47275628,1781507.35372664,1738118.13832397,2012704.75316875,2203444.34787007,2156949.58951578,2122235.33878731,1440378.17250551,1599973.73667921,2440151.93035385,2280013.10960052,2017104.33668727,1329793.24467096,2410116.17694154,2195244.32794397,1628571.25316742,1944523.56018859
461.90407,0.706,1026182.40270287,2443728.7282753,396814.836119368,303447.742181687,1372467.31786647,150839.588732447,721634.575543281,1123595.3983331,1085797.54861306,235715.369271721,748060.813277403,137904.439991489,1415649.02133782,640412.015345701,1060786.63987609,650532.954998972,242906.973636653,153543.432135606,830124.587279712,819076.116827149,1133386.67536793,861082.444812994,769647.349520923,1435372.97866684
541.32298,2.56,677580.065572806,605510.495843534,1046913.9294101,628336.913737096,314942.67154442,924139.409459413,914630.133176945,530527.782817497,615220.34572396,406951.939332525,872171.270547923,539604.721698585,764777.916266916,2447308.3673916,542622.056832379,1157177.51898114,167389.205546763,228857.4084166,219458.830128128,959714.894335247,1029019.91881174,885992.451346145,419236.549222454,988630.886744956
1551.4119,0.693,1878503.34484237,1172766.52821232,1470321.69516538,1434366.17706325,2031494.75278545,2453202.8999024,1904889.94281467,2099925.70913615,2357901.24478503,1020368.98157392,661775.219533278,1451282.8846577,1313270.97793852,1556499.08519579,1404274.79986192,1464245.19846169,1411399.9945239,2261837.54553021,3931520.08876514,1709337.20530808,1571925.3109286,1739393.50363137,1487197.05591128,1298742.20374611
377.2235,3.308,426452.627258875,1072434.57137991,801687.897562935,1194201.26773925,2453444.47121324,2004905.97810553,780033.618255393,626538.9443917,408799.159928969,139029.579666663,468081.335327196,115116.727129216,1116611.08197822,441762.991341542,1314956.78751942,905475.147731338,302698.464153273,138546.543866882,379065.042706556,453130.732300825,803290.648654429,574478.730408877,306278.098731697,528967.32907689
316.10768,0.682,2454201.07935924,2890981.40863531,2623176.21330346,3067540.32595777,2756021.10993314,3155190.06829956,2625571.3839847,2804811.47924252,2889707.82896095,2709763.78965688,2903950.41902218,2690782.55863889,2582745.32973017,2719659.3313652,2568242.06999392,2905240.82598607,3220239.3254994,2764153.18649109,2556743.39893943,2692336.64039177,2026178.27632854,2731276.91805666,2901769.42615639,3253832.70810909
670.19474,2.816,1048830.28590409,1310267.30542865,1523444.01921014,470410.669175932,672041.735152933,753331.51514694,285355.438104295,341307.303650293,225266.231425914,534398.323302405,496200.300373066,475445.997648641,893314.442327848,988227.585908977,2099464.28575431,1148775.1107256,582221.726344216,716786.250533666,337795.586401857,423040.262060944,838318.427004692,464896.70418351,535332.965371488,676335.689887247
263.9671,0.742,707601.144606652,632758.661341242,1126697.04423696,851880.748590549,706442.706703358,997457.639520675,1332725.39355681,1614672.75748143,2050409.737559,2457285.79696871,1405019.595658,2050036.19371893,557435.509747656,347968.529015928,924503.869132295,1454453.06414957,1649663.27190834,1850517.36349486,1478219.63564766,1972139.91205877,1836524.90262189,1241245.74182232,1868017.79901583,1173424.40285021
758.21042,2.966,865437.402278963,1239240.05162347,829487.286810469,775394.064790868,642377.054317675,1286509.00061494,2457850.24197925,1387281.04525528,1296660.92050059,1391152.53945198,2279217.88059698,825941.731453469,1130053.56998048,883910.678140037,975173.274122342,905916.258661584,701476.619072826,755904.298966111,1437224.43196395,2421939.20187968,2087763.22809954,1152279.0849417,1543457.41445906,1299269.45810105
377.11022,0.802,3391378.04920383,2295762.39232241,873909.48683674,2684262.09697388,2564256.06764496,853481.667048469,2349278.77867419,1658056.07665509,2275825.69968162,4208620.09097699,1572821.94614766,2875753.21486266,1587506.35144247,1685831.80123891,1260213.74378722,3001568.27526785,2475298.95120586,3233137.08612832,2986909.11596199,2467373.31972163,2003748.83713125,2086298.30086956,2892803.14860388,2912700.70190469
1609.28006,0.674,1826758.38580909,1705489.22814668,1858231.57930597,1638193.33879522,1649841.94656619,2363601.89098421,1703911.11107347,2866839.67290478,1935671.64401112,2917836.52890393,2335194.21135569,2663980.24649143,1786141.21909125,2582238.89332822,1482472.05963052,1594865.07941052,2841006.76924014,2506525.75776309,1634649.75410977,1455498.10195468,2324465.98914582,1694950.59770137,3407240.87750197,2836813.55866187
1128.95353,2.806,848160.212332841,167822.490353419,132441.734919502,2086808.9516162,1178438.93312344,598045.720777123,539773.12534689,872959.028464472,974529.860499101,2321402.48761054,723240.539529467,1434592.90798804,123522.272779747,394541.48065732,135057.388753822,1019943.20512283,2021299.90349938,1969092.601372,875742.07960939,670009.784740867,1158053.30844615,760629.331828226,1280220.47107878,492789.241770094
