m/z meas.,RT [min],Area (Max.),Area: B6_1_ML_nonpolar_RPlipids_pos_01.raw (F1),Area: B6_2_ML_nonpolar_RPlipids_pos_01.raw (F2),Area: B6_3_ML_nonpolar_RPlipids_pos_01.raw (F3),Area: B6_4_ML_nonpolar_RPlipids_pos_01.raw (F4),Area: FVB_1_ML_nonpolar_RPlipids_pos_01.raw (F7),Area: FVB_2_ML_nonpolar_RPlipids_pos_01.raw (F8),Area: FVB_3_ML_nonpolar_RPlipids_pos_01.raw (F9),Area: FVB_4_ML_nonpolar_RPlipids_pos_01.raw (F10)
677.666,8.702,5884322.51090836,4701798.9903378,4453997.10991766,4979411.21133909,4707036.32411136,1799952.38087491,4594105.69806063,4314489.5343819,3615219.86849017
891.23677,8.323,4460253.35344835,149530.718960043,142492.994001782,163040.801123781,150690.016653116,146749.048362742,167033.049188214,178797.492752919,144066.555093397
838.62584,7.321,5028571.70586267,3233954.92562155,4491091.14849687,4462331.07313707,3631645.71532553,4363273.77682114,3796809.53289133,3461775.43141447,5028571.70586267
911.83074,10.502,9094085.64689254,4464981.1817545,7301592.66921976,6609493.00046147,4967207.54896527,3650831.50642081,8448519.04618629,9094085.64689254,5851693.88512224
907.79849,9.906,4470891.93915037,3502750.83715445,1910642.63542883,2588806.64395215,4470891.93915037,2334819.71798336,2406254.88757408,2817996.81283162,2405122.69069779
877.81031,10.133,4277687652.67816,2763493363.66498,3799887165.32347,3708530882.14886,1697034581.92477,1115033223.42935,4277687652.67816,4211744748.97136,2720071662.29715
817.50254,5.552,4715656.86987767,2648470.53723116,4091970.31423343,2368362.6308929,1887045.60670967,4715656.86987767,869056.951613109,4252623.32093529,3656744.83751153
887.75809,9.28,4093434193.50312,3345185018.22313,4093434193.50312,2097712592.56772,2376438680.72498,1178293726.37459,2426239434.07837,2542984740.03646,3364966840.57548
368.34433,8.621,4722010.16290428,3109536.66088382,3090663.78660545,2416372.36283277,1993291.26093843,4357228.00950162,4415123.94308801,4722010.16290428,2916292.15927358
600.51215,9.997,5000252.62049396,3433911.42678229,5000252.62049396,2189382.32955496,2528367.24946645,2421491.28929073,3930370.20272385,3186424.27487771,4548364.78526234
1634.43556,8.095,5003553.36820123,65564.3640698805,66722.5483863939,75109.9189784175,73656.2354268964,61488.24370867,66036.5304573077,69391.4021211217,54414.6249984173
833.81853,10.091,5046741.1091912,695048.176286043,2055697.86463958,517167.446976818,5046741.1091912,2826756.45181946,1505336.71882714,4193793.50896343,3953364.61006138
845.71142,8.594,5092818.80390793,3972585.38887612,2912540.1861778,3209659.54865857,2859201.91951985,5092818.80390793,2632714.79148854,3114353.2766402,1411919.03780699
876.72529,8.292,5337134.61875915,3951554.33248393,4063774.5766645,3663181.012906,3556429.26116443,2736144.98169225,3099983.0776301,5337134.61875915,5103658.61467588
654.63446,8.147,7009683.7816214,5454325.24582671,4380078.37307973,1731430.08171651,2746606.10840814,7009683.7816214,4036872.97794431,4438576.09690161,3887837.99066179
819.61433,6.423,8732884.45482559,4623781.86079864,4860216.31143539,5115206.31879478,4750511.27036256,5663525.65175761,5961217.25912956,4918842.81402669,6865415.87483136
798.59843,6.949,13844679.5027544,8478618.30381433,6975808.20883215,8839351.58992859,10279645.8376737,8718639.2489424,9149591.35825193,13484503.7695247,7785183.30068138
727.57576,8.061,5185043.37046745,742223.294419359,696201.365653955,4493831.08691015,5185043.37046745,697361.478608749,2538212.74931066,4241024.37041184,2104565.06339406
843.73193,9.365,3570368122.76728,2616506531.80918,3069844902.68463,3226893491.99534,3570368122.76728,1809822391.63867,2727344705.77197,3144436343.59004,3056483188.56485
602.43167,7.167,5200177.06283649,2848063.4768589,3135295.71968685,4182464.58509972,5200177.06283649,2922138.75960251,2928677.67933347,3314862.60070777,2891864.93479326
688.58335,7.406,9201686.27901522,2103107.89073293,6884130.57818174,1970527.70970604,9201686.27901522,7654340.85609206,5209472.4997634,5075437.07225464,2702409.85532388
841.71798,8.967,11759691.4031428,4527630.47573575,8496639.14748659,7887313.35695356,8191899.2733529,2883208.37827536,1240812.67315536,6262581.37903587,11759691.4031428
783.63621,8.38,5710493.80407447,334109.079682794,289827.033610525,5710493.80407447,5248009.89448816,365775.265727538,337919.133759947,2669521.01092416,2274603.77901905
833.52019,5.3,5263327.60851028,2107893.94987928,1433469.04338734,3588296.44232265,3825962.7969701,5263327.60851028,1951531.66210922,2279613.07745213,1360428.61195006
948.68242,8.392,5278523.58794168,2796152.10083222,3386711.10798913,1513518.00767679,2026660.68910368,1764184.12402137,2767566.12401993,4530172.21646013,5278523.58794168
649.56457,7.418,5282815.91537618,1340656.90163048,3210688.99549127,2590737.86080107,5282815.91537618,2877317.80121054,2516169.91373317,2610609.94679253,1837724.74249112
940.79642,8.302,7507993.24202702,5350404.31012311,3871683.1268905,4995969.84116896,4328400.92099732,7507993.24202702,4402968.86123702,3359903.71571847,4680017.26988569
771.68935,10.289,5289586.0273139,2277977.62767537,1855305.28522837,1695156.41066592,2288142.74147823,5289586.0273139,2143797.11051677,2321845.80387969,2460010.8069096
936.8321,10.072,7710192.28795352,2959584.94779619,2840003.00436057,2521205.76663311,7694559.32018458,5290892.04908753,1725691.87392366,7710192.28795352,4289341.3086863
1080.95533,9.363,5293564.8615693,1577115.55078498,986537.519514519,5293564.8615693,3466427.75328229,5122281.12288496,3865027.97118531,4175930.35169766,785297.118154349
931.61354,5.793,6031579.65931924,5150313.84688087,2485516.74116827,4247873.93583759,3064296.34821751,3936665.08282784,6031579.65931924,5294309.49788469,5047383.82312163
722.62728,8.637,10253448.6238721,4008629.24724199,3813936.48124604,10253448.6238721,5099939.02987915,5740500.89459948,4177469.55982227,7692000.12302609,6464419.25602385
685.63512,8.603,7053222.91426456,6768469.01672029,5160549.82917904,6188484.83833372,7053222.91426456,6425658.39064426,5655965.85447701,6753722.39019599,5204732.40816806
628.44713,7.201,11943427.9424862,2344688.2096539,4510070.69478787,4482345.98009656,11943427.9424862,5017005.87523279,4238330.97838045,5271456.27759327,3494482.28680566
1113.94635,8.463,6810662.0503181,5620120.60964577,1902503.44142322,4995966.09727079,4104961.424584,6810662.0503181,2308422.3646638,3223978.32114579,2195524.50529383
603.34709,0.488,4268145.24150837,100768.171282997,626023.81348596,277823.759495724,959235.862754917,493531.024959841,4268145.24150837,719919.501983734,439958.004998824
610.60157,7.46,5678913.89571202,2132991.46685607,5678913.89571202,2400348.78374851,2585432.2096989,1942084.98998003,4486512.89501903,3514059.2594595,4995198.44064792
911.70059,8.099,4983140.04917695,4602302.40885004,2923123.85628708,4289712.54953746,4983140.04917695,3840645.7827628,4186094.42020803,3838870.39107422,4173896.28549133
845.7476,9.543,5661666061.56389,2597206602.27732,3935768443.52571,5661666061.56389,5630227433.85121,2249788752.49678,3995138754.30396,4772011545.4256,3946558594.78211
575.5645,7.84,9211263.17153426,6905753.40394769,7837383.03190493,8474945.77677337,8110338.35829957,4723226.13353707,7412289.07229499,9211263.17153426,7115445.18033178
856.72821,10.267,4791685.73828509,3874847.23884168,4211546.10977843,4791685.73828509,4735064.19470068,4215053.02775621,3924671.08645603,4050024.82755913,3910838.52195755
959.79503,9.694,4748934.99743982,1098839.32748559,794515.375138938,1353521.22879702,788581.417407287,4748934.99743982,1035405.40169071,1421231.3241765,1396747.80013923
755.57472,7.043,5840634.68827614,5036669.68509704,3109007.15404143,5723393.00926993,4936815.27617958,5840634.68827614,5372101.92433833,4757781.34015136,3881813.00201793
479.39801,3.012,10331311.0282766,4946009.14761664,10331311.0282766,7100342.05988816,6880873.9693653,6579836.68100067,5611372.29658839,9199070.76009045,7797810.08004784
673.60106,8.266,4776501.58862784,4151528.66460593,4220602.81711141,3295602.87690988,4776501.58862784,3590218.46071566,3652562.11415414,4069889.11787818,3256178.11400026
679.55758,7.619,4805489.70395853,1796106.59342689,4060682.56945628,3030882.47932957,4805489.70395853,3923066.93413382,4560815.70026596,3732962.75342603,3640631.32032402
742.60852,9.001,4811820.58954722,354077.037317261,272874.951324312,4811820.58954722,2931023.53842698,496551.375451727,1878701.41489665,2039357.33962313,867939.534568749
1129.92478,7.681,4817309.1594537,2944293.31749934,1564655.66122379,2856199.66111141,2620584.71373506,4817309.1594537,2241958.01933518,2093418.91469916,3319984.4434678
737.59593,7.385,4821525.13629281,1874023.61464635,2887132.69079565,1748528.18883421,3952081.29096565,4821525.13629281,2346328.62193456,2784189.24353059,1238186.56596987
660.50974,8.236,4836943.16354785,3156324.31976457,4598814.45295366,3942636.07153813,4288795.63890292,3637610.34536763,4555189.58252024,4836943.16354785,3245405.1924635
771.58299,6.71,7657793.52297704,7657793.52297704,4851294.60510553,4635989.66174367,4995769.33062376,3816825.18550211,4354673.07271168,6123877.35962028,5449540.08680827
800.67753,7.477,3619554185.65696,3619554185.65696,2868913522.25366,3214325387.95943,3580250228.14188,2992187904.5716,1659206545.72662,3020999816.16266,2702454758.64575
985.84579,10.269,4882230.89908859,4353275.5411723,2795155.34906904,4882230.89908859,3875495.61175604,2758095.79882806,3483423.00915762,2758350.77005041,2750326.43478565
817.56003,7.047,5672034.87847865,4498011.97369791,4309740.87172771,4673504.26874335,3743636.99184478,4371245.12292359,5672034.87847865,4473139.3677906,4628734.72360523
829.59836,7.277,5485244.39523135,3912463.83364492,5485244.39523135,4903776.27669716,5155411.29432393,2390292.48670192,5002036.77132147,4557036.6747064,4204336.95327327
622.49339,6.19,5197796.20199411,3415210.34006381,4727659.9659139,4530242.53599869,3994329.50690505,3115609.47244571,3574192.80549203,5197796.20199411,4904753.26855185
1159.05449,10.706,6665364.21200778,5293076.70056295,5201840.16868761,5442735.09745961,6304856.42800432,4661317.29308928,6665364.21200778,6244003.32292741,4756592.73751789
665.58696,8.071,11904695.2116926,10364406.7592557,7822279.97846107,11278636.9819532,11904695.2116926,4952147.46379348,9166786.61827397,10342126.639935,7689956.5265534
636.61705,7.993,5817823.06329971,5277020.74799265,4404578.84846531,5493080.23328988,4957887.14086712,5817823.06329971,4574190.42706737,5567516.86516526,4051356.82423495
879.67056,7.549,6591842.2430398,6591842.2430398,4058928.45828643,5305097.57430829,3765735.50858925,4962537.11649076,4787376.18005005,4596588.81544222,734578.972683723
679.64902,8.619,4971340.39942593,3381038.37776577,2498737.40718349,4971340.39942593,3396718.37884233,1502474.28373538,3630154.16107511,2125596.00264655,1293854.81039422
797.65395,8.528,4977817.34611647,654131.724089648,569589.956477728,4977817.34611647,3690911.20271245,280938.446329444,271937.214680691,2615651.28758115,2588986.63480323
587.5258,7.467,5529895.08901114,2120455.14102925,4981347.4985225,2687787.28153101,2735404.09707966,2589142.06037859,5202819.12501676,4480551.41454652,5529895.08901114
266.20387,8.898,4991184.46187734,3413316.6748082,2369130.46277851,2707359.60100391,2991974.65289198,4991184.46187734,2644459.87394873,2750878.83852685,1870154.12929274
687.48201,5.758,9613503.70122265,1893631.34101223,1718112.60889532,7759056.69954281,9613503.70122265,5025910.62058007,3107465.52684789,4108945.23372705,3483391.2196235
583.53314,8.907,4267754.06285527,3532563.59192067,2272471.38832471,2563298.41914902,2692943.5924084,4267754.06285527,2308561.02218327,1994562.85317319,2002653.94277028
757.62446,8.469,4250617.56452863,193986.472249404,178310.187799805,4250617.56452863,2835742.06777151,248167.158240166,179297.318970514,786083.766010153,605268.350426739
906.69159,8.393,3589987.79741961,1321602.12435546,1731250.29063251,1365339.28510012,1815461.349368,903466.902936994,1441076.90315775,3589987.79741961,906220.024188446
816.04502,5.565,4380110.27188739,3184279.09701776,3141958.30946711,3323248.05549924,4266225.78505704,4380110.27188739,3625488.95901076,2439974.21182244,2920915.76514699
806.67803,7.125,4983820.79162589,4856566.58606405,2887216.92399536,4264903.50706875,4356256.66993262,4983820.79162589,4193113.05996588,4651348.66404872,3287620.86447706
301.21228,8.096,4535000.7678853,3125967.55450851,2067765.92336007,3220136.02896552,3611605.77096797,4535000.7678853,3141008.11153436,2913282.34228745,3438715.10656933
579.59581,8.315,3616368.31384686,3253930.56095552,3170853.29047133,3616368.31384686,2820798.20407827,3531308.53257387,3375025.73711393,3438095.10666292,3257377.95530697
2052.57195,9.16,3619345.95365959,180256.825733561,185242.108188564,106661.100427482,113806.598866706,81445.1725753313,121467.728833738,113789.203128276,139510.206036502
497.42425,7.731,3627016.35871851,3627016.35871851,2925574.70645969,2470721.63413273,2564427.28057965,3346867.63698906,2794694.56828385,2477831.95106079,1996058.41344705
466.30849,8.354,3627066.95218348,2957577.0685132,2240400.52257351,3389479.09336981,2782665.81302493,2743767.93534671,2360018.27276409,3627066.95218348,2516548.73007806
625.56455,7.707,3634675.25224853,1703700.24396749,2615599.15038405,3403111.57881158,3634675.25224853,2364961.08372429,1887042.70360925,1881890.70198574,1129786.63709381
604.4477,7.5,3638763.94124629,779855.095605126,1340496.9618982,2978857.6487885,3638763.94124629,1665016.51942505,1822872.63946256,2005972.04117185,1104222.8941075
997.80807,9.165,3639931.40353662,3136389.67759415,3639931.40353662,954962.473423176,947788.534462314,1335040.03195371,1667922.04678431,1295707.9986649,2599892.79763747
992.89751,10.735,4804119.73056694,4804119.73056694,3589526.97897864,4366779.13880902,4739148.04753549,2393497.88468539,3381448.93703714,1788384.15319172,2185823.0023157
1143.99829,7.523,3643067.40130512,3627936.53654617,3643067.40130512,3420895.14774042,2808591.11520462,3072692.45583224,3091429.22426302,2532549.69756787,2762754.09593391
847.76326,9.721,6481548773.88311,3478511217.48364,3945740773.04992,6481548773.88311,5590919571.83785,3729937436.35699,4178101195.34011,4967937533.97374,3821662241.18643
551.56476,7.989,3659490.63815264,3654007.64312085,3112196.76387495,2909665.88285226,2911873.43471083,2762310.58304569,3659490.63815264,3619465.85404537,3611291.25416492
746.55734,6.7,5498908.52619407,3021185.27592663,2260423.06587172,3662444.77650833,4141307.87679568,5498908.52619407,2936293.95962892,2010164.01706408,2048215.05339111
576.41753,8.353,3667964.20213683,3262790.81597035,2699449.04496577,2985550.01972214,2920154.93499087,2414583.70791934,2562962.99152543,3667964.20213683,2392727.14585135
713.59591,7.703,10017774.5182641,3181123.21843485,4805373.70283583,4240444.62440057,6134745.39508139,10017774.5182641,2401648.87022445,2695352.28985522,2098807.21884338
669.53929,8.057,5017852.37204763,3686007.09045973,3480672.71677821,5017852.37204763,4207866.09410887,2234153.92329516,4182936.02156902,4347124.43824826,3207537.67495186
789.56455,6.172,3688940.22200102,3548592.30231088,2068633.19206632,1643477.48522814,3222431.44856038,1240740.9268378,3004416.88541544,2533568.55773411,2339371.42666755
1127.96575,9.052,6542165.3791543,3705917.92501123,3064527.9847785,4407571.74631577,4409384.77918272,6542165.3791543,3880811.96566227,4350645.8507136,3025311.08532272
986.67625,9.123,3714978.74986758,3610493.67781611,3709718.50496211,1444545.95130496,1848370.83398881,2240668.98246939,3295800.99484392,2461665.78191875,2601767.77669832
851.64095,7.844,3711240.01830736,3452548.24833794,2164613.79167129,2684753.67711985,2510744.36906382,2991273.73217646,2381546.20773196,2316563.95777839,1609323.71105153
883.72534,9.3,3717381.75430563,1903188.33029414,2292333.55071418,3717381.75430563,784969.54371276,259150.876830285,1039377.40670144,676400.491705229,257587.474771018
792.66417,7.5,3726440.47683163,2736245.32662803,3249059.53684562,2910074.53743857,1485901.31930384,3726440.47683163,2323197.55076762,2668157.19126556,2682245.49975061
753.64266,9.034,3581897.25532849,3581897.25532849,2425169.42802885,2593120.87129479,2773890.97833998,2151470.77325213,2762992.19708066,3174466.30277513,1858773.1476254
964.83037,9.863,7374338.61278071,6427888.35468812,6244492.75233356,3840548.94637132,1719746.70812105,7374338.61278071,5413045.13314345,3114734.36221751,3043518.07332937
553.47135,6.683,3566899.56532802,878640.504047018,2230998.78506289,3566899.56532802,3554236.35463573,926601.960567304,1453609.32186056,1457094.15464035,3226954.79219801
534.37096,8.356,3400907.82466615,3400907.82466615,2566770.85889848,3149486.72267421,2825111.43779255,2714482.0969211,3382834.68011613,2540090.33551426,2758170.85308291
910.70103,8.661,6213062.76544718,3401706.02309002,2915602.71746876,6213062.76544718,2328201.95734117,1575038.08216613,2175004.92062694,3309370.91495017,2234779.35068658
676.65759,8.437,5524296.65150941,5524296.65150941,3994324.19294253,4424831.16919486,5378195.0862456,3262462.89951672,5037174.6608478,4949547.26471578,4881710.45899288
707.67941,9.07,3409364.82840845,2198849.51683681,1356296.38019507,3409364.82840845,1504976.85330374,885811.689689479,2195972.35212861,1173942.43258925,818402.490581766
961.80982,9.848,10943233.0201328,10943233.0201328,3418277.88576184,1247251.48770732,922968.48383106,2328734.46361773,2500852.7728606,554277.182317419,1873948.30210151
382.35988,7.436,5706143.01187542,2678978.39920878,3392825.55766256,5706143.01187542,2647449.37606455,3260914.22078243,3936643.24640591,3419672.03870671,2963565.79305098
911.7202,8.75,7219314.76295953,331888.036950425,2009938.19890588,1785128.80430441,324172.450072264,470642.96302813,1098174.62642527,7219314.76295953,3423365.85292371
826.6267,6.87,5430487.31457775,2842363.39440073,2990888.30009707,5430487.31457775,4713849.55777984,4831655.97643073,3978621.38675031,3426087.04399572,1850850.62258571
673.57706,8.313,3584191.10380553,2586323.68665909,2390437.70289348,2996168.00688898,2773718.25015337,2866958.54325482,2992922.43702194,3435594.28579453,3051539.3139908
767.54697,6.761,6880401188.28407,5879105678.38436,6445565180.62227,5261790746.35927,6223838565.90335,5408225722.41068,5870834482.18009,6880401188.28407,3048032315.41082
565.55181,10.495,3571486.53506608,3448220.5785675,2410114.59477287,3571486.53506608,2749105.25360888,2195463.52177274,2493494.95524288,2347072.44113879,1543107.98947555
805.56242,5.691,6848937889.62877,6337669174.90958,4736709619.97714,5567755779.10951,4062059496.68249,6848937889.62877,5020497003.79183,3756760098.50717,2830737344.5755
521.51781,8.953,3450599.56366503,3051999.78462622,2455082.83122566,2980541.37945973,3450599.56366503,2800667.4305077,2170157.90104881,3331488.94885569,2311330.47488029
768.54973,5.506,5270272.57292687,4140958.51082681,3972093.44633005,4321674.95946431,4651309.54053114,4850679.58592586,3910408.93017766,3513443.79784998,3464344.85733397
1117.98296,7.207,3474155.78912918,387858.709931874,1541410.14911381,880012.282358014,3474155.78912918,1145246.0838743,945485.163744305,1058274.36161099,708829.085417759
743.16294,7.691,3477221.96402138,211582.294868622,206099.196496847,226653.903867904,238132.458254127,219882.137459745,226716.934529814,225483.960122999,184316.205160899
741.62746,7.848,3481099.95849784,2160915.81210753,3093480.25663606,1862711.77728586,1987267.01103323,3481099.95849784,2177018.84949525,2365955.3586477,2197647.24560401
949.76219,10.039,4803542.25896531,3626758.49903965,4156786.10243592,3584616.14388753,3481846.50347739,4803542.25896531,4047476.98291333,3063190.92531855,3020568.26996605
797.52013,5.671,4418477.07782175,3428072.06729051,2746384.01349763,3401433.46422433,3421183.21299625,3498719.8608552,3352533.40092686,3325611.24933099,2074842.43047115
599.54929,8.041,3500412.48211606,2806032.64241825,2769741.80880524,3500412.48211606,2658345.61723194,2119604.14103524,2459544.26953936,2840975.10471451,1535265.21344377
858.74419,10.485,3521226.23872373,3521226.23872373,3005350.68288263,3258324.38383323,3086664.12456736,2853446.45663195,3280460.38271034,2785672.16912898,2585904.30466872
903.82569,10.158,6683604732.47843,5442648874.83571,6683604732.47843,5746298265.49842,4432609634.14891,3741763324.66906,6091665793.645,6346472260.30498,4967438362.72419
625.60173,8.233,6400239.80366089,3610091.26761309,1943780.77667058,6400239.80366089,3455223.2070847,3194212.15962829,3099394.22407648,3712359.05508031,2942114.82324521
781.59374,7.274,5848769.20585329,2305431.20551472,3050280.95886604,1865566.71493472,2849183.72865207,3549101.75891708,3166071.09566171,2465302.66581272,5848769.20585329
970.70903,9.126,4153648.60744407,4125209.82338732,4153648.60744407,1705059.83705889,1635307.16019373,2380803.3909416,3277425.79753619,2401880.34903819,2358509.45188289
281.18391,0.523,3743799.3765622,985937.441580391,3743799.3765622,1796095.23939804,1931987.76334972,2814517.46060006,2736500.26078734,1528550.45632603,1239006.33505867
613.54658,7.459,3747590.89130428,2913245.6392837,2131346.27553885,3747590.89130428,1290152.63108572,1819545.69207355,2337606.21337854,2165886.10822384,714083.509106674
960.66131,9.015,3752837.61193641,3752837.61193641,3490586.97194281,900237.598226999,1365784.67974797,833532.444759439,2063879.3723517,1424539.84377852,2610140.85782063
708.71198,8.318,4125282.48785085,2996397.23472808,3325174.2694369,1538704.20182771,4125282.48785085,3780011.94903631,3027946.24270642,4101032.56751177,3207437.33109669
682.68614,8.314,5120452.91103053,4257554.73331304,4700262.53270792,4322204.32010736,5008076.70532294,5120452.91103053,4086724.66179973,4834469.20434746,4732506.54756011
672.48872,9.003,4508373.37309908,4508373.37309908,2509360.05305794,3647018.47009012,4090057.39361358,3362654.115375,3878326.75660603,3143077.07902614,2645923.64932639
844.52092,5.686,5631550.12298101,4946693.37702608,5155029.96291661,3871359.0386649,4281973.10934283,3533658.55158884,5565287.48661501,5291662.65034417,5631550.12298101
678.70039,8.596,4287660.98647567,4287660.98647567,3185610.35054161,4102657.79744306,3520804.04094218,3565696.93131166,3743781.52617149,3061537.13788417,3200745.86499374
1061.9146,8.395,4121266.93432758,2548746.08548345,2491930.22297319,2511464.92063909,2526180.18775239,4121266.93432758,1437214.49017754,1750109.7314239,1305011.58509731
890.22611,8.413,4129242.86464816,114674.308436895,108177.018545492,119241.643503547,104650.127858494,117672.804750614,112812.169825675,108993.043240493,101439.876591553
793.78906,10.201,4133067.45461325,2824321.00833384,1536712.54368952,1915240.51566792,3716266.27174047,4133067.45461325,2827062.67831872,2639915.36466014,1467342.13712864
855.80571,10.35,9653474.5717178,6250205.62469643,9653474.5717178,3113571.46519571,4134083.49359517,978594.705872366,2416102.77817255,3065539.71524499,2698714.90204243
774.5396,6.462,13505985.425107,4139745.64036308,11320179.4569662,8699265.1110458,8554846.34604914,9806072.39238029,12934636.5458009,10183285.956103,13505985.425107
655.46611,5.64,5188980.59381538,4157220.26707326,1367342.36961747,2855973.89228128,3261256.0655488,5188980.59381538,1635379.7559671,1101482.59693436,2285324.88702344
856.74755,7.833,4157937.23637978,3443183.44240824,4157937.23637978,2650325.4695197,2515862.01610681,3775750.22177746,2640141.59880061,3088454.68810684,3565114.39758869
382.39229,5.208,4166480.70708486,1484542.27836618,718814.568495629,1762034.93290581,2242080.66872483,790510.469718126,371301.214285339,629424.295151905,4166480.70708486
980.8585,9.889,6609886.81045158,3200904.42768662,3250495.58373541,2586838.88876376,1355119.76318032,6609886.81045158,2855926.50506851,2617967.98672648,3163946.58313872
858.59547,5.891,4175229.90571132,1508950.44150893,1486435.82619176,2818986.02070503,2422431.42403254,4175229.90571132,2048171.85820753,2060347.21341645,1407131.21214353
913.80669,9.837,9437887.98165072,8140875.08143213,6211501.77845379,4184403.91257789,7685650.95255001,6533096.97413855,9437887.98165072,6064649.12722787,5744105.48460355
825.68049,7.66,5554045.91368644,5504777.88392166,5554045.91368644,4794509.36974734,4971400.68077496,3582583.71059133,4041799.93728373,1367143.85146877,5524568.02431106
945.8336,8.889,7393607.70605419,4186873.12697538,5366026.27475652,7393607.70605419,3250390.29050681,2601574.92713566,3555413.27576424,4650390.23100478,6721900.91085493
1365.37229,8.314,5120452.91103053,4257554.73331304,4700262.53270792,4203865.40519146,5008076.70532294,5120452.91103053,4297990.02855,4834469.20434746,4732506.54756011
731.67972,9.225,4205933.31159057,2703596.43896132,2423835.27670879,1908189.94352511,3713936.5158751,2111276.6116235,2691874.1397361,4205933.31159057,2886864.10851779
599.49205,6.706,4206295.00297721,3543331.34241076,1603739.84757102,2116146.62999358,2164589.53614008,4206295.00297721,1937059.30590087,2199741.26955185,3146007.46525864
608.63048,8.612,4662324.72158574,4662324.72158574,3208250.73687004,4481677.58368091,3647089.58292238,3531198.66250895,4208589.93354737,3910834.70309012,3375503.05397373
720.69023,8.464,4219270.60347574,3866887.12203978,3731787.89713927,3533062.4431916,4219270.60347574,3919685.51631728,4048944.69753343,3772704.98792974,3021227.37822224
972.71761,9.291,4221300.95853991,2909891.09408274,2300493.5978614,1013449.83881826,1694547.44762265,4221300.95853991,2470427.76996998,1545298.61631082,1639030.58192899
662.56198,7.598,9442807.96106444,5616692.11975025,9442807.96106444,6552133.98184714,1741608.85361013,2425436.04190112,6505427.82842989,4223786.24077777,4743432.27068942
1074.21875,8.784,4236328.03706653,272507.416920511,253194.037281711,276169.7174836,256756.757611524,308573.809626421,237556.976317022,265852.860812205,235419.057981834
625.55552,7.786,4070619.0711794,2961459.92879519,3015858.56855997,3482688.1717524,4070619.0711794,2048025.95892755,2237506.37250806,2751329.7311071,1581366.30344757
828.64266,7.219,5426012.58241943,3964805.30084763,3935317.39085375,3936862.78047234,3688028.36744233,5426012.58241943,3397944.93206492,2756553.96792551,3240506.03493748
641.53869,7.792,4064795.08570881,3852042.82289092,2967479.10514461,4064795.08570881,3234832.48100575,2094595.05888339,2825174.1208352,3564994.22853433,2986637.77391005
711.62926,8.455,4053576.45668249,1384746.6134546,1431594.37284916,2315205.64920155,1281571.81197605,857775.452130364,4053576.45668249,2966010.22932873,1661699.7568999
652.50442,7.726,3789386.62893122,3147461.77674427,3789386.62893122,3576049.48333689,2987216.26694972,2459914.63842684,3020024.74111731,2599319.7236991,2748750.73790795
893.7965,8.861,11403214.700297,4469206.13691016,3682762.30711582,11403214.700297,5717390.55254587,1486873.8599307,4401337.19100341,5439042.8642512,2695395.02924383
595.53644,8.252,3805041.36825836,2862382.12213094,3322995.83498807,3805041.36825836,1786431.70872188,2464514.77464348,1696162.08217032,1592556.72913756,737901.620102338
791.73682,8.679,4958178.41924495,3600686.0948273,4958178.41924495,3036753.19044409,3782805.25161839,4405956.71601414,2510807.76521834,3808513.97452865,3195942.88139691
828.72121,9.542,5672781726.06198,2597150111.55404,3942855567.53072,5672781726.06198,5648426777.71102,2261970730.60387,4003537555.90954,4786772806.63419,3958620781.37991
1581.07103,5.56,3976593.31880494,3976593.31880494,3136655.79791975,3708918.28779237,2774721.97607978,3570637.88393467,3676687.21737302,2921379.95092903,3071782.95047715
788.5931,8.672,3860848.02312997,223353.959454489,84730.2091928503,3860848.02312997,2076151.58296128,120377.809665659,96341.3873907571,504952.26775644,757921.359022888
887.75761,8.271,5768682.5466801,2421230.92121066,4383202.00047408,5768682.5466801,3875752.86991468,2189584.53218557,3057738.31617705,4435986.91817672,5417854.52065378
672.55358,7.628,6922891.8799854,5058045.73191973,6922891.8799854,5206183.33842827,3027581.29522239,2701890.20823951,4281672.05635443,3809205.13804484,3034972.53567518
961.83031,8.969,3901786.93210551,1576300.24096216,2906605.92690746,1846907.90488599,1122038.42542292,1875756.59985914,3108446.85687967,3901786.93210551,3241478.66037758
1121.01848,11.405,5373123.19220737,5373123.19220737,3902809.38777793,1854850.48424286,561487.667991401,695828.803025796,2165878.85819911,2011033.64240732,483338.284464439
996.71863,9.221,3904646.70366851,3883690.66366362,3202053.43115949,550310.008549608,1190450.75007648,3904646.70366851,3553858.57435369,1404992.22339116,1599397.86628089
665.64405,8.193,4835691.55127917,3807872.4798202,3776889.73441986,3390939.08636211,2363607.11723793,3207547.26805141,4598559.46713629,3708030.90237217,4582892.32667164
1122.0141,7.878,3914302.95428483,2468019.79224897,3409702.78251844,3914302.95428483,3319011.63818857,3085130.95169293,2969251.47762333,3140100.22419532,2384820.34473368
851.57891,7.025,4098896.53378432,3716799.64434499,2904628.70808021,3923350.7337265,3609584.48137826,4098896.53378432,3008872.84252087,3691258.52153553,3237985.89065121
909.77995,9.353,6329477.44523786,4759974.23859243,4910312.30136457,6227214.03386575,5631980.226409,4156863.97063657,3945976.33008027,6329477.44523786,5161009.89120593
981.79843,8.515,3948230.04223687,772343.531692727,2518780.77599586,625263.648023905,844172.379720599,813265.543995016,1442395.68879214,3948230.04223687,744458.340565528
