m/z meas.,RT [min],Area: B6_1_ML_polar_RP_neg_01.raw (F1),Area: B6_2_ML_polar_RP_neg_01.raw (F2),Area: B6_3_ML_polar_RP_neg_01.raw (F3),Area: B6_14_ML_polar_RP_neg_01.raw (F4),Area: B6_15_ML_polar_RP_neg_01.raw (F5),Area: B6_16_ML_polar_RP_neg_01.raw (F6),Area: B6_26_ML_polar_RP_neg_01.raw (F7),Area: B6_27_ML_polar_RP_neg_01.raw (F8),Area: B6_28_ML_polar_RP_neg_01.raw (F9),Area: B6_32_ML_polar_RP_neg_01.raw (F10),Area: B6_33_ML_polar_RP_neg_01.raw (F11),Area: B6_34_ML_polar_RP_neg_01.raw (F12),Area: FVB_4_ML_polar_RP_neg_01.raw (F14),Area: FVB_5_ML_polar_RP_neg_01.raw (F15),Area: FVB_6_ML_polar_RP_neg_01.raw (F16),Area: FVB_17_ML_polar_RP_neg_01.raw (F17),Area: FVB_18_ML_polar_RP_neg_01.raw (F18),Area: FVB_19_ML_polar_RP_neg_01.raw (F19),Area: FVB_29_ML_polar_RP_neg_01.raw (F20),Area: FVB_30_ML_polar_RP_neg_01.raw (F21),Area: FVB_31_ML_polar_RP_neg_01.raw (F22),Area: FVB_35_ML_polar_RP_neg_01.raw (F23),Area: FVB_36_ML_polar_RP_neg_01.raw (F24),Area: FVB_37_ML_polar_RP_neg_01.raw (F25)
957.69945,0.663,5614315.3549287,5474039.82889399,5144607.23612817,5329048.55347246,3092933.48535097,2879086.63912283,3976987.73509062,2259792.06511214,2996754.25100712,1504973.96427855,3537409.45353574,4062524.14275496,3712047.98004203,3076266.48333989,4277377.82151815,2678606.35661534,4298358.6044575,2784365.11679937,3463393.81194661,4591776.67966154,3573329.46446143,3750287.49692194,2784449.62994647,3513049.1808953
1423.51187,0.668,4635156.24451193,3227676.89994903,4593342.31682228,4882895.49802566,4624695.32698018,3674063.42612766,5056381.35375264,4266780.88966453,3960835.5043557,3547607.97329956,3830369.81763752,4549968.68005837,4102652.58272981,3063936.06705528,3389871.01704524,3751259.78229107,4389792.16412199,4593274.92912493,4327634.15465021,4629689.13303848,3140748.8896189,4438850.86459679,3363689.65948149,4394525.71996439
552.08637,0.944,1484496.58363627,1104458.08999977,1947612.25466466,2071496.61570872,1130376.6857295,2041541.48936615,4007931.31349131,4173842.65710926,1054135.5402911,2497964.81045985,1779201.7862939,3375115.18039684,1642411.51582373,1174262.81462221,1695846.18255236,1440247.77793097,1260200.89945587,1093966.16376824,603693.29987615,473183.517642441,5333433.50416944,1095520.7210549,2447968.48719438,1483129.28591737
422.08257,1.115,230789.126273343,402915.785849324,400005.953372521,362905.307024117,325924.654282979,501456.131057486,492075.642089505,344327.193410107,394154.879863396,443228.950219707,465802.433400325,381357.646813059,462022.598416359,367233.986125505,355207.458028318,430804.352701789,4250255.33842117,5340558.11858486,605933.527066388,476058.871860552,395926.051935193,468299.506522586,377674.855575844,546710.733682843
131.0932,0.985,4485361.47594428,3498615.89959821,5216115.46324272,3204015.5850944,6611699.77497277,4388969.12526833,4380170.81330847,3143658.25921049,4323645.3453661,3542740.45527852,4846681.11921161,2003549.28502328,4873713.72993516,2687193.97466678,5345648.14585463,4710913.56316802,900513.39558343,3855753.71958817,3157007.97617743,4532329.45910755,4395135.586795,3433629.39040281,4520864.13924815,3512528.27148814
426.07747,0.823,2308463.99881567,3425920.78851493,4397953.69495489,4220785.99839775,1853492.64660493,4202492.38036585,3620991.40559269,4087232.63250264,3672952.47233502,6665866.91389856,7636456.58555425,4492691.53684112,4012594.6348123,2896558.53487862,3252760.1770307,3721053.40536918,4130271.96442037,2411510.58546822,2132396.14255702,4362321.80098725,5019630.41097867,4896166.25360268,5366318.46424904,4132334.89248368
311.10983,1.089,1691182.7129908,2728133.11294538,2451600.76934463,2267212.37718463,1526988.19757882,1571615.13431473,2234377.26766396,2146664.89738808,3226131.83248994,3817122.96746715,2172964.23312723,2901273.56250633,1451556.50104422,5291589.03765701,1714227.40064189,1947042.26935084,821152.062867264,1220404.41531486,3498653.00792341,5092153.11273956,2697392.94471602,2497898.38643773,2016681.77557069,2918347.49113311
455.80487,0.712,2384058.90993674,1207234.45860987,3278444.08603029,3046620.81778357,1081807.9723509,3491222.83589711,2521433.727593,2434822.41315431,2151024.06680497,3743696.17017796,2534859.63549333,3560128.14494736,1854708.48992235,2740840.77182808,2024169.74683642,2799709.84482626,3633938.11192749,3546002.83303193,676319.708676239,2107513.94502531,2343967.79724992,1822579.72322037,2970784.54151638,1894869.45883137
2166.56445,2.817,420871.232583118,181515.606383029,187455.672531936,1398296.29122726,596335.966969134,713624.348836816,541621.132145914,588678.011969568,153406.817356842,2603987.23268308,400691.487324452,1354051.44105276,174910.771863954,183624.904192822,212286.45695315,835132.609899972,3459929.95839116,1276955.44237812,645982.404201685,412479.578670363,510534.203335454,476901.152874552,1006623.33726051,172519.144919456
423.96028,0.716,1470787.20276997,3730607.14342825,652264.951447396,453221.990898288,2405368.17223791,132675.910194568,926441.474484458,1131721.05460359,1222026.09398762,133493.174884176,756293.490978105,90570.8068253758,1824752.2053962,626115.771164375,1627221.54478767,773901.583983163,181768.205776799,76037.383050746,1467751.60711087,1054431.89603453,1406351.41959156,1077861.98512525,803250.323557746,1377727.7784947
539.76615,0.711,1287926.1792352,585203.582835849,1909782.22220546,1637559.71882918,573958.081832933,1985793.44273745,1402403.05024122,1296223.97849897,1215157.82045375,2051775.482686,1395425.45537543,2069744.03143077,799434.436910853,1554147.24956382,1080979.84415952,1581312.04857103,1995960.49310201,1819836.83377969,329154.641678251,1299097.66127086,1161667.60893967,923935.877375381,1471765.95310259,1176735.21848229
288.13173,3.122,1460213.93986496,1606237.24551179,1204474.12889476,964959.70923368,819558.487154947,774139.918793663,1470605.26165631,1371306.34519389,2071026.07964464,1247552.69707752,1659082.11639558,1076108.37446897,973158.450572418,632629.889683928,1144634.17635558,1321315.42606907,1101754.88434845,796849.400344065,967594.913065683,1120992.10051481,917500.666412808,1270393.46866829,1426039.16734818,1569570.40302914
2055.42806,2.804,1539446.47894285,1022060.88479462,605061.401611592,1066887.48551897,1698193.14816176,633846.977846015,873297.611228199,1573760.84306016,1151550.94727692,1493970.9546139,1615458.94288436,1261243.99163153,511221.619656814,1049963.70034383,888881.370005048,1356458.59012916,1305470.9986434,1709490.16079944,1957810.10361511,1223901.25614604,1473838.80259574,1801842.00361252,1166568.73545139,1000033.65353388
173.95555,0.649,1806206.4650424,1958350.13282299,2280518.10855755,1771472.63665585,2588406.85386642,2384778.65944386,2492000.6850744,2860684.07946816,2087912.54390097,2623865.41910454,1813714.47299394,1813420.00874546,2061146.31023173,1916759.9156316,2130469.1871722,2062739.83552565,2607367.87143368,2125746.15012135,2153810.95459258,1883182.68231282,2232455.41613339,1660267.36725887,2014096.79716407,2077382.29259109
317.87126,0.718,989931.902979903,458222.926429657,1322369.39652472,1213479.26493906,314113.688291961,1298250.79010994,1232824.98451237,1171271.40257707,731248.637236129,2083478.46832139,1578691.3889063,2003999.21896958,633731.165857608,1278543.0893022,953627.586736183,956384.62165935,1708826.03116341,1151134.6060319,119120.382608079,925143.978526604,1282136.67498058,989951.743318047,2048072.34217509,760353.807311665
323.12025,0.731,1469374.19595193,1941557.71367294,2306090.71331435,1598504.91339052,1549343.93086795,3299355.61541926,1590569.89403946,1525382.28267144,1925999.28574708,666789.240480088,1250926.50806113,515796.989495256,1904486.5798069,1055518.65573975,2088894.30317789,1634745.22221201,1169628.01095529,1382992.00388677,1701323.0189127,1376317.66773827,745842.803956714,1544548.70209617,1193191.55392396,987046.116925321
1197.2989,2.821,1465839.34435823,151160.672760726,1124148.83941163,3222505.33862804,3147524.67659176,9305989.61076394,2098152.4612144,2039047.95302507,1300367.10649051,1054310.1634418,865074.315410282,445480.840761213,138272.323823379,2078536.58010695,855228.738140836,3984967.79959118,2665891.23793275,1878348.13044654,556412.098053358,850913.805699079,178599.299015762,432550.166855841,699938.585825256,428942.151745801
922.66011,0.666,2903205.11015623,2476193.16749995,3126921.5949755,2702508.67315697,2273115.04170765,2942621.27761775,2764975.43894047,2884657.97274015,2897946.60620832,3604475.97808451,3668000.28901195,4126463.51032644,2557350.63284833,2959709.78480894,2537972.40146409,2909772.34522679,3538945.69462324,3301626.11302794,2145374.87798482,2420383.85515976,2631902.5701594,2104259.84345319,3352757.98178347,3044593.91972653
467.10316,3.273,290867.275397938,163964.081758275,145531.437138009,189967.1634066,301265.895579643,156979.012187146,846387.034708396,920361.932979829,668127.998928749,840214.713397684,1180919.9790905,523806.278245063,185159.194749108,149614.562796094,163933.381262087,178151.265670073,189418.677375792,177141.75070071,741660.413389995,1282042.41280068,2105274.60701079,953750.331194424,1089847.72883039,1287094.78220305
1965.31827,0.668,2016243.62546272,1488264.37495113,2132355.78202835,2110439.36712652,1737588.03449436,1544704.91486003,1996469.71927153,1653312.14839938,1680777.14544218,2386692.71643518,2170734.17558169,1930639.7475404,2061672.25898672,2079152.32648355,1843906.79008472,1483128.3715006,1832963.98515259,2877576.5499035,1545540.82774714,2030956.51229972,2024545.65174239,1738689.79396938,1506137.32153822,1820944.47789967
317.90075,0.711,1083765.14627389,563740.85771221,1079737.23585195,1101346.17950848,405636.969588925,858573.642400045,889460.894288964,597339.998551814,497150.820892813,1601450.81708942,1058785.54154289,2110643.48808014,651279.619459145,849859.582944692,777152.997270563,1121893.09009585,1892810.28824502,1579634.90183529,118484.967777475,960665.372994186,961487.53587862,707941.778340291,1456327.95497037,908191.16618399
507.92148,0.714,1517415.30730429,3727934.14133394,805376.168241758,496528.613980539,2113770.78919522,81429.0695433399,1019690.84757764,1681122.1381342,1305332.49882562,153767.123663347,822782.523058238,100543.282064601,1916719.51922048,865163.34528408,1796102.93046874,763770.992645712,166630.498815267,70215.4695239114,1590307.11032414,940289.997236592,1522457.18570074,1197209.24711405,886003.037000451,1561592.6369434
723.787,0.665,3113239.69968667,2986000.67662155,2920120.29488613,3571600.16143046,2952879.36717756,1956708.49744393,2904934.68556218,1858171.77558332,1989048.35759396,2248767.40598336,2070731.62321803,2637841.27807975,3043537.12542213,2062032.30120811,2549750.61574858,2063203.28220395,2743664.21183925,3074098.60132203,2290866.42316264,2754144.88149054,2186844.78455003,2220067.82443664,1765981.94303784,2169375.16319897
748.78504,0.701,1780188.45402985,1993397.07352974,1112908.72605186,1093067.00943013,1760985.13636576,450644.612619731,1642488.55157754,1619499.12590952,1699890.9057706,807390.890695246,1227202.54536401,637273.877720613,1830558.48983721,1294821.22803607,1703489.03811714,1663862.18548023,854721.928394202,617860.714008447,2118572.46948946,1193691.95489034,1587091.36343831,1481559.97804785,1269034.5618026,1393104.89586375
537.11989,2.899,1446856.52561914,1878818.0429938,2238805.74325995,1566859.60634902,1258950.52860608,1622235.06482694,1989877.80667858,1495168.7301819,1180521.32134389,1532612.51718131,1825145.00978265,1190522.99522465,1813599.0848753,2329742.05010088,2236414.43716133,2244528.66472344,1358381.15054406,1099398.58230176,1374094.30130293,2140347.81989007,1679025.78443171,1928265.55927054,1763681.12000473,1807513.77184173
423.14888,1.087,319985.350529641,310434.582361636,504722.085114278,409475.021508999,252990.404579902,657280.737138521,521905.086985592,509104.518948851,546395.292165934,830063.319976629,429407.653258721,316353.322649207,148442.650214416,2146175.60063446,213916.524054533,498911.128939192,576826.562706472,692169.710421106,419068.952311487,783521.676378492,443477.269470216,317880.418812912,351612.470080526,340058.287482915
318.03963,0.724,1196026.70633565,2153940.16544998,624527.551739619,653846.895155844,1804743.56631019,284907.394932091,1061600.56495949,1100811.04497412,1403984.33820314,284557.202161345,820690.672417341,112945.860926173,1418402.34062269,728493.930702786,1540272.91463003,874780.304856183,243638.124943952,200441.317304224,1355928.758939,715824.322191352,801354.956807127,1047313.54630747,921621.071722449,1486379.21448144
525.11955,2.862,1800931.50227351,2158251.34175857,1683534.53614721,938143.209606925,732013.301426085,1188732.34811614,361159.766764981,875118.711725574,506387.152131967,1076070.80795043,735813.517920012,1366038.01317155,1913552.43155493,851520.5391508,2064953.10212811,950127.010777786,1507435.9986716,1112324.86543558,453170.654475643,569672.981303103,625954.885782284,491417.989294702,1008477.23169274,831114.67865221
515.13032,2.685,2163286.49040194,1354399.30432655,1377776.56718943,2378086.48114852,1896940.91204532,2959313.05502557,2862424.58318535,1995190.46410182,1769258.66335375,1983090.20864637,1611744.52714276,167033.94370636,836197.365000206,1416425.89178712,1133840.1696659,1933342.11735584,2245188.1572593,2763333.40220331,1774421.74399153,2144256.95992943,1417136.94778441,1575382.90005725,1955970.31198036,1854666.72805349
1767.38251,0.69,1246677.90659717,954363.338695555,1076950.0080767,1145802.58354373,1422919.70345458,1983665.03312905,1622814.45359865,1506671.70920472,2424509.13117641,921875.960944225,651264.764594277,920195.51840273,926730.715105302,1135675.91042666,918193.09059225,1765205.34310643,894422.029520181,1055000.7391577,2352189.02604118,1218266.81694766,1177193.82646637,1622157.63344527,1165220.54983631,1339314.2271467
484.09337,2.862,1230417.86371105,1514568.6251444,1244160.55004825,414347.378431987,2166014.22359226,435611.978215272,701216.35206862,553195.110901703,611588.79233843,567109.219507149,566241.495652448,170788.99396928,1724535.01309201,1018009.11224943,1605567.98295263,596531.560669778,431098.464045863,927398.291423488,1275172.418472,473280.191450647,785927.032419831,296475.795063346,463752.329589534,572394.563998065
615.19768,0.793,2544153.92915969,2642197.49751514,551104.658956557,909626.999836977,2079583.8085577,319967.982130918,747765.598821458,1073291.28196559,1032715.08078941,1613725.4591029,661795.232513553,1482105.68062672,2177531.67406777,1080158.52502069,1468097.82439723,1183113.83543754,1100538.40856171,528298.411008,1875644.59357814,814108.070659683,1143473.74997245,1298202.20504108,1394708.1538889,1627642.933776
2324.56448,2.742,1173538.71941671,1117968.20983444,1992070.59906041,1342794.46783394,1610992.27258482,1187042.19571225,1597084.28961866,1811833.73965535,1251978.54602051,2590981.5425244,3087122.93115711,1952232.86648767,1084479.52526939,708408.221120025,1256731.70362367,1023381.50987515,1977887.27496042,1677906.48584778,1606045.91528892,2848449.37465593,1451720.768041,1639591.64701019,2183355.30304952,1374296.63556464
291.95218,1.05,1436112.89506632,2285142.55908231,2084715.38157737,1559545.5144075,2258288.33083493,2041650.06034603,1125755.74695996,1367347.13764143,1516306.50285805,1965323.98067922,2037179.93900065,1540945.44586701,2184518.80260292,2143453.20172499,2053658.50290336,2081262.48941741,406828.313036613,361534.332846055,1461177.47426532,1464018.57660748,1167771.1309442,1835588.71375427,2341047.73142477,2159949.17161625
488.13884,2.858,311145.228679553,451088.608795591,258281.188306105,958834.500392294,426796.660544455,523859.919612915,1146555.13746774,423340.788925665,1085742.49050278,1307066.61019286,1443723.02349391,1011532.93203352,466295.872699152,203723.310311793,468174.708761552,521410.458296354,849844.093750105,843013.485631567,606368.316829919,2185393.27019153,670073.59812833,720766.254465893,1246034.04479169,500484.31404684
807.12789,0.871,1414386.60551081,1921061.93704538,430001.679015981,1245393.79515237,891640.741056231,165118.418561803,513760.407184428,868938.529459679,992934.636739937,733430.251804592,1082324.68834746,578511.70796976,1559384.8601655,158138.997940313,1284697.70944138,2189733.69982212,1224485.58102108,715306.765544431,1409073.28007434,2072738.61573278,1082743.25736402,1543662.82843846,1484467.33362224,1632360.02693436
815.70436,0.686,1022738.09412151,740235.032732259,1236884.45664508,997887.104319312,1245387.23771981,2128539.41241422,1325232.72630524,1000667.85452045,1603727.87851092,868769.251481133,633531.430391552,858879.611458207,663428.092959314,867914.068288613,904448.02209185,1375550.94119606,982325.672610965,1187275.18434599,1989315.39634001,874474.86410628,995512.235848335,1565911.78438789,1116379.1115357,1197160.81647927
676.23127,1.089,96917.658695883,352693.826787418,295516.85327229,316370.741311484,145225.025986261,178164.197026687,395953.81900211,563327.321931071,605935.651468588,1245335.6939562,423071.997504082,273797.889527339,104801.492394621,2190583.73742471,111531.438150154,220451.346269441,202609.218107669,226222.038929897,628360.263923962,1579168.82376604,697653.565285402,454370.126204013,500176.869487764,517223.869787899
675.84478,0.708,889199.859561625,2062754.19593861,489285.784551325,312313.199375539,1457360.60052409,95060.5052243999,557924.074744526,953860.034514117,864311.354323369,130770.04498959,453123.104010446,50210.2352563,1174631.14434059,533583.791994956,1091730.29207303,638558.863150618,65540.9102910107,51116.6205252236,1111647.63604093,551691.418837907,994671.870257269,746872.596495207,546020.478496089,1056549.99255103
795.26356,2.609,270930.381252169,91207.0171121302,68149.0750856923,1649539.89833904,637355.280836443,826182.308110745,757531.077133348,2050299.6688468,86943.371363472,421719.435386678,281601.934045808,937327.682172382,96501.3939674919,578386.741542383,130413.836269497,552353.037165697,719438.956092224,458677.649287749,203536.067915614,115940.434581155,830672.119832751,120280.84984093,236506.678369855,427321.363886089
276.9132,0.587,1912351.40458448,1331931.18078602,1040906.55554911,1100738.77121479,1017094.31363875,1500692.35073451,1688193.10224342,1089633.22993098,1284575.27573178,1274885.66514223,1137283.24861947,1217536.58424097,1164207.10218476,841672.699409108,1498165.79004978,1530726.13469804,1221969.96055278,1161729.43510368,1145207.8331178,1517135.18062711,1059855.90208479,1220431.33113193,1307518.87933066,1439236.92091496
1761.35526,0.659,3403295.17074947,2406823.71268952,3198050.84221205,3423233.34575604,1917044.19280783,3708497.49561637,3189724.76820087,3328976.0193672,3553064.26930311,3686759.36985063,3341184.72592026,4131857.01484659,2685624.45548212,3186075.24623832,2724263.82410568,3170822.90120457,3700322.58159642,3544526.75783332,1856178.10386893,3019209.97186315,2963371.0588454,3304853.16514162,3598325.26364919,3490220.63088238
233.93898,0.713,942347.592060124,617953.84119593,1000254.60392217,1104753.15618072,461296.613091897,815894.249989873,791067.283294451,619994.051344686,482915.270874771,1372729.68307783,949289.324428022,1922770.95948194,756527.71131074,726271.121137231,840702.240150245,917147.787241485,1589417.54891988,1299349.98725427,146918.406265443,880023.868257916,1093973.20009258,875515.676182732,1401791.83158005,813729.100716817
449.18314,3.404,659013.983724639,1539899.73333233,593638.886577046,1718403.43453421,875055.033105528,932262.641543695,1512469.17792452,1186399.75279881,1920309.0760038,1169052.73611302,1561994.04222784,752953.575188798,716109.964570255,1021218.93942787,450252.467980861,1924308.70611878,403262.726365329,410592.985940851,1599986.99970248,1694758.9993116,1600688.04461802,1931258.47341003,1532176.31335463,2128791.38831502
639.08512,3.122,2094866.88543102,1955147.48377787,1931976.92398308,1771189.56782033,1879846.98479769,3400279.08925944,2523429.02933387,1681090.32550044,2612825.15556554,1974743.051883,2047709.84495558,2279303.16488895,651069.591321853,1349947.36713902,2940302.25657149,1420753.96375206,1114217.02026277,626629.648521694,1856726.23313083,2464044.33594238,2819970.25640506,1775150.45598029,2503323.80165697,1425838.7841677
1846.59914,2.726,1349299.94656824,1277070.93990323,1068324.73829652,930843.798811654,689381.141374765,1061134.02134021,1238175.71379426,1482259.03300849,708018.507470866,785414.07296324,363979.220270944,1026297.42110493,1228851.84919675,1066034.65842393,1257426.65518318,698597.947684792,1030518.64520584,584010.716043339,469582.052240544,554594.559157788,1945778.2952896,533242.433565269,794561.987574482,857427.434443559
684.17215,2.831,1957333.76813602,924061.930747712,405306.032032707,6319140.7956665,1896026.22226537,3865675.1171397,3134888.49516745,3113403.01131415,2254097.55699936,6123678.49615679,2584421.8084122,3406208.87483238,443800.527338249,1018178.13464805,1070029.46074519,4295546.15591126,6979308.80530022,5788665.18735277,3417812.94720564,3337541.44390497,2153409.6509085,1865046.06893265,3711357.60989267,1754364.77147187
1226.97212,2.764,1959003.56268823,4221312.09496014,3925725.04756881,1847433.60422442,2213624.69347715,2372064.39929538,1619847.91801103,2877078.59439842,1242045.98722697,2088969.33964468,2041788.06026511,1354029.84930755,2778078.73350269,2477092.03165275,4403417.77887517,2340836.48758949,2016360.39252397,2144053.43343228,1465344.66529326,1412268.70925271,2146910.39177376,1435030.51736702,2048080.51823394,2119165.17747816
417.83636,0.71,880287.157292085,368209.35584523,843755.325450749,829905.265186882,291058.543268847,737727.108897071,728976.218646934,526888.017028782,485624.162787693,1654575.752975,1202586.47081357,1967303.03317681,516245.338048864,839972.992739009,564893.598265532,948829.077766011,1443463.27930815,1253721.84170874,98390.6269238618,698140.444101421,882700.647916002,645035.521203801,1330394.62049783,767392.814362135
390.94409,0.703,1530589.21639754,1967680.09741176,838793.695777231,684279.03419727,1414315.37890017,208316.219423872,1151450.09096083,1186624.71586054,1202238.53123388,500038.313031508,1006211.61761403,413385.445188446,1536558.13966266,877375.222435776,1260602.1907377,949334.592155879,668901.633651612,389875.085051918,1250805.15502577,1147701.52269826,1440472.48611408,1414954.98832029,1389894.08683248,1628179.06652412
593.16702,1.094,2614635.04617433,2287423.31699064,1268702.56020283,2447189.13631734,1409623.66094849,1712782.9758218,2892188.92047783,3823476.57015077,1576381.58008705,2373398.94321385,1821771.83504293,3260230.57173677,2713259.94739779,1785728.29982982,2567675.76822538,1881927.01191095,1744565.79018315,540613.8189992,1614686.65505415,1983519.94723676,2747005.70855899,2086819.35516654,2124248.61339754,2322351.96893474
304.9677,0.742,1367399.68690557,349163.728945768,2097290.79274816,2061564.28756744,602629.630647977,1989898.05716464,1199476.77461397,837538.78804873,809355.135852122,974232.05024413,1283075.82691436,1853140.40970844,1303854.09567168,1747354.46103195,1103547.45413863,1309120.11363741,1625667.92721985,1705194.15105539,872449.584696909,1197831.97245698,762774.744062816,1025297.7549153,781627.234399663,787869.54632249
677.76173,0.678,2978393.84265263,1810409.25251259,2762793.77310089,2977520.87768555,1814435.83402269,2006637.85432924,2675731.44489976,2589241.09251059,2348075.28789228,2404483.77167737,2053655.93363521,2765491.88757622,2587494.09425062,2973793.65539949,2004322.86954758,2961561.49750905,3270384.60275468,2045391.24540517,56949.3110136151,2760157.32426607,2071035.10930616,2074327.83400223,2129978.52641454,2180843.10222386
304.12688,2.859,1386581.2540048,875187.291930329,1227750.87838312,1507603.21718021,1186676.90946304,1235510.8433827,1812979.32782206,1604092.57758728,1507877.8158073,1882947.34229815,2172965.07473248,1991464.73189385,866433.721041746,799451.179623492,1003287.93915341,1302985.62220361,1332109.53518304,1319203.74975255,1299269.38059617,1356212.24538636,1110144.23026735,1273857.91148474,1693101.41487649,1307998.88234315
848.72018,0.7,1307918.73472923,1578343.10496551,1098705.91971937,791235.046665224,1402103.98784581,548638.319788879,1190229.32842939,1611019.43870938,1347321.21280281,732822.703703559,1102236.9524352,427692.968566342,1205302.81992284,962724.377656422,1263610.18329848,978341.253973476,593449.135422223,481759.28491872,1998466.12544826,959333.400059218,1213422.32693203,1081008.15729982,857386.908864489,1271922.61906511
339.89517,0.713,1569308.64527266,803560.219322727,1838133.62251245,1862517.98301262,750013.114342807,1471707.99142904,1389480.0480823,1054204.09033173,1034691.28602727,1624691.54008572,1074693.98010577,1717825.94320562,1118778.11897845,1142968.79807549,1105440.24854821,1259516.08100581,2001586.20655663,1958182.44031605,439403.917434648,1427500.25035541,1256055.45206602,1112246.83528442,1281900.95355837,1021873.63029285
472.00993,0.735,709927.865287136,2003204.06051115,512953.278842874,214249.794307036,814481.360849121,175638.854930759,518990.57816232,902702.700609475,759901.298496431,123838.972318489,415936.62434476,124191.199959247,1120111.14008626,619908.031200803,1203000.75013993,391552.360671802,135112.788153415,122651.931495252,756267.401203553,491580.047818678,444965.491806514,700479.892053185,717169.923275736,1055675.85314112
706.27717,1.092,328421.418513109,530257.701180629,377025.699486897,76016.3379017933,61098.2675073228,66050.6784003137,78732.8976164689,63864.6267445907,388885.448611286,72771.6417022204,77888.8751171325,70153.4053615384,646091.394090642,2007981.15431331,112173.412525952,1386158.11498773,1082488.40899868,1272916.78241997,61770.211285213,372045.107119408,85307.8144848022,78441.8844004579,73934.8094032798,72118.5989830497
436.06163,1.091,1131917.80125307,829119.360716201,1160022.70962221,2010023.61283027,597771.182938143,903963.262841784,617493.285340228,177826.051296272,227256.813369015,829421.05477472,1045436.74716218,90897.0726989937,648671.950829896,970978.727561205,870616.773244738,1059398.67067219,332838.326211054,441457.408107666,164664.173916862,116573.541460685,426529.253417366,272768.020407196,1144869.34118493,341255.333830771
1128.95749,2.809,1359711.16054842,189950.707324247,367851.447165016,3394593.8759047,2016680.52245707,1305103.59788624,1021829.01060444,2328824.80069851,1384646.3665584,4412173.11337998,1890819.62482276,3631154.38966765,143629.369943113,831688.390234674,174320.710695579,2009950.05797204,4937168.5042474,5582047.17859663,1551208.00689057,1291394.41888904,2150239.02110863,1496211.04670172,2507274.79214838,964477.874894181
2326.56875,2.745,865379.37626777,685262.115828093,1410968.66498649,961470.925138816,1482583.10158584,704652.058618141,1177472.29345501,1013999.30487386,958884.433014185,2023436.53606398,2019258.78413309,1437669.82232993,783843.555529668,498076.10617138,1290205.26281958,678394.580841147,1253033.45603779,1387756.81661371,935089.919556238,1387906.70366343,993428.455565716,1618114.74384628,1529521.14612292,929321.345232158
423.85698,0.712,1520594.591383,742623.333211794,1723432.45174999,1823381.38251617,755750.791941606,1694206.60976024,1259713.80728127,1123696.12643398,1090988.62801913,1466108.41848739,1019473.9277893,1658012.5155212,1209760.98794794,1105760.29125424,1133129.47417853,1347171.22875443,1620215.24351754,2019564.50171414,512453.200199584,1379087.70729234,1199671.49410661,992068.148054036,1229728.23964124,845192.266090188
597.21437,1.116,386155.936572015,2480980.37105605,2411435.01391891,2779207.37603694,1420655.1214061,872951.417943247,2031274.58346905,2213417.98505498,3273511.50990536,2841192.38093989,4113211.94838447,2217798.45330666,1571365.64479878,7924965.371676,1119934.42429286,2101583.32393966,196095.988146649,171618.683866325,2436993.47626269,5910443.02166703,3640276.35679626,3716683.76208279,2977414.69483675,2845453.59398179
254.95477,0.722,1027193.85053077,357058.469902227,1202376.59225255,669315.316605716,476508.754040758,2032346.5792214,504444.937635695,463135.484483581,541811.627766535,420541.074874996,420957.784615199,438514.467155713,538164.113281211,1590831.89113247,694983.521775328,836938.530998342,1001340.43820111,969210.480658976,487602.884842449,550144.933272782,474544.785118604,464964.974664192,585443.321157906,396681.535910518
778.69764,0.676,1282318.93608238,959370.713037063,1383633.50461564,944167.593476119,1171788.9388409,1793733.02348514,1582254.58893849,2084091.92753755,1605474.18557854,2290251.71728794,1918247.12382193,1697988.80671972,1025019.46633324,1875886.68699447,1187762.54473215,1580721.45182813,2036462.38694625,1460227.57696701,1105676.56318393,1113498.14612406,1409882.8268727,1629520.13885878,2319021.75030633,1794225.79667915
506.10841,1.058,1403983.12088891,719071.053888105,1136983.23818222,932949.958986089,1139113.36221078,1355543.70764838,1470981.97429163,1298189.66931607,770143.07600196,1091343.02923756,1472201.50989627,571824.839468293,1537956.45109838,2193015.34841951,1254028.73576631,779237.398779575,521664.142522602,541470.974446129,1020716.04938381,1357294.99415138,2048594.0322115,1581712.59488418,1415434.97174821,1215152.92438747
680.20103,2.606,1265369.91122602,1448881.13761373,1135444.14371111,1146036.5869308,1116861.42105209,1119085.27570008,1478407.10519062,1210625.66870379,1990997.04243577,1275127.2210812,1994097.95175794,1833680.46834792,1097743.78599763,621083.877016391,1355468.18197931,1273845.67995569,1546000.27460647,952239.443376243,891908.902582909,1830631.46385337,825720.837140242,1273159.58580957,1490565.76903747,1371475.66259059
358.11247,3.12,1024584.53759847,1218815.29120455,1978774.80575861,2054111.26446931,1760975.98896506,2253368.98012766,1765799.88517655,1670661.23864993,1955385.25538282,1886766.09373832,1864660.32687917,1910752.5668481,1101110.28990479,1731434.15381782,1590166.08626334,1478364.97370099,1456610.75980107,1033118.81539905,1700007.26198382,1669247.44418135,2712399.40353791,2140584.46289567,2346013.15339368,1827404.54193662
