m/z meas.,RT [min],Area (Max.),Area: B6_1_ML_nonpolar_RPlipids_neg_01.raw (F1),Area: B6_2_ML_nonpolar_RPlipids_neg_01.raw (F2),Area: B6_3_ML_nonpolar_RPlipids_neg_01.raw (F3),Area: B6_4_ML_nonpolar_RPlipids_neg_01.raw (F4),Area: FVB_1_ML_nonpolar_RPlipids_neg_01.raw (F7),Area: FVB_2_ML_nonpolar_RPlipids_neg_01.raw (F8),Area: FVB_3_ML_nonpolar_RPlipids_neg_01.raw (F9),Area: FVB_4_ML_nonpolar_RPlipids_neg_01.raw (F10)
746.55776,5.335,10846295.5611902,10846295.5611902,6567223.71555541,8914735.48150343,8117666.5975685,10010857.8418911,8313170.96506399,9660272.15242911,7051129.37790017
765.55208,6.218,2360321.68384166,1741223.20141865,1481194.48900902,2360321.68384166,1836035.20555786,1764963.00350457,1873926.42947104,2011227.98286744,1491688.38818426
564.23516,7.301,10362022.4137663,10362022.4137663,8764907.01206906,8535951.84260377,6269535.19968524,9473091.07323605,7679739.72937927,9117754.85248119,8675048.80070069
862.557,5.832,9181749.32353806,8039535.56295186,6030875.74444511,9181749.32353806,5596975.90282332,3121435.32605219,6181989.3109369,9008162.00279257,8813253.48119583
712.63314,8.467,14542909.3013972,14542909.3013972,9841571.38767583,12876236.8099513,13012123.781144,11267291.8915754,11471501.0829179,12989618.9956951,10605195.9197285
665.59666,7.891,15220454.8889971,11999224.9395443,10747088.2623731,14695999.4014933,14948587.0277771,8356219.38243537,11582739.9632305,13056862.8860747,15220454.8889971
843.68102,7.684,20320056.281247,19849658.4329893,19320498.1699612,15697928.2910661,14323527.9713415,20320056.281247,15918442.555788,17068984.3230826,13395853.2828568
783.50536,5.363,20772847.5959552,15973617.7709392,12756913.902999,20482337.6919676,20772847.5959552,17405760.4757499,15118491.0858998,14215945.9371689,12708607.922585
684.53591,7.882,21812368.0527692,15015600.9835794,18017879.5918852,20173416.1348257,21812368.0527692,15828844.7357553,16721943.1654581,18691936.6576625,12077043.5770073
814.59181,6.392,22259153.4413805,21861857.8987498,18797694.6225332,21553311.6150311,16870285.0015303,17972410.3357281,21238872.6362632,22259153.4413805,18033143.0995636
820.52585,5.244,22104482.2603239,18359648.4749326,10805371.4749774,20675042.6055356,19591821.6788415,21437273.9096703,15550078.2048078,22104482.2603239,17865281.5157446
707.539,7.616,22192353.2368314,7437235.02218356,13975392.8414165,9760825.19644814,22192353.2368314,9938531.05654978,11658144.4546655,12635973.9877515,8304008.876665
781.5894,8.169,22379547.5282295,18225801.1732671,18822317.789865,17462351.6232837,17892465.6266745,16505054.6173133,16581058.1888147,20633352.4665764,22379547.5282295
671.59935,8.324,22877772.6167552,18874255.406588,22877772.6167552,18939100.5345841,22184426.6041109,16832358.3869245,19151712.2216971,20971053.0903542,19157781.859483
804.63632,6.896,23448515.0665067,22111887.6386435,21217999.8588114,22361253.5125215,22819027.1036192,20111991.2348996,23448515.0665067,21851367.8045372,18109789.1346232
805.58977,7.873,23496688.5553146,19745830.205873,16511552.4055904,17742543.6165033,16592070.1457028,23496688.5553146,17636102.4097315,18938753.0531902,19210993.963206
697.64937,8.469,30784485.1387631,27417299.8796939,20961967.2145032,26636561.2476577,28635602.235821,21542227.4585382,24074102.6911822,30784485.1387631,22383936.3308773
793.56238,6.787,26501522.839934,23614587.669794,20430187.0269905,26501522.839934,23660454.225832,3386037.22799454,15360550.2271054,26414594.4414236,11719440.3752562
748.52574,5.965,24635860.2070036,22219400.9462305,8529405.24198293,21103443.538295,22986375.8865285,23789714.325931,12366525.9320517,24635860.2070036,16223778.7220365
855.68021,7.494,24677078.364354,20354835.6704656,21538643.9612518,21609112.0506647,17435383.771834,24677078.364354,17560279.3168688,19283302.1550338,17096247.7331661
709.65898,8.604,24686180.5902449,20010583.5427687,15469205.6952893,17622240.0775138,20639261.3027903,16694947.0105899,18034170.3438309,24686180.5902449,14843468.4640499
730.18552,5.263,24730313.6881134,629770.530397515,410543.383390584,744812.364089409,2277001.40700211,1610439.18951744,567037.889700811,843628.768202905,913655.793210623
734.55769,5.555,25251336.5495475,25251336.5495475,16447467.1634083,15740087.6678967,14637542.5926849,20798834.3425689,15489070.3151465,17406278.8021087,11582679.0265752
841.61996,6.856,20207549.4693302,20207549.4693302,17311578.9383689,15169219.3244596,14657720.4873063,17205954.9791247,12915096.3878914,13589497.3713344,11439044.9284382
874.71513,7.808,19576286.209734,19576286.209734,13292326.1942329,14482750.1752494,14851950.2571389,12442351.0470203,15385415.0216421,18131093.7985046,11949505.0162877
639.58059,7.84,19514696.0112525,15245851.5431962,16918990.4727269,17941898.7724777,18946668.081982,10941522.0378504,16344995.4027652,19514696.0112525,14155768.1527098
730.5205,7.418,19438591.9874881,13624803.2292803,19438591.9874881,16239466.2294906,13333147.2198191,9173510.99589315,11603203.0464241,11214001.6523585,11995001.498649
868.52631,4.988,14953238.6474859,9126647.96747544,2915375.78645263,5385447.30814914,4788328.49804395,14953238.6474859,5354732.2861208,4878143.77589796,4552987.69661749
710.55166,7.937,23359668.6313328,9675683.43749133,12018934.6072567,18355699.3237008,23359668.6313328,11889960.8746018,15393179.6776544,12428088.672379,8290361.20861866
545.35721,7.302,17278605.603676,12412050.2427653,15333990.3620512,10567246.6959736,12544771.4956629,15616182.3281804,9677975.96447356,17278605.603676,10426289.7399836
681.58348,7.886,15806202.4354028,13641020.465431,11601594.5550579,14667317.9249135,15806202.4354028,15009197.6095585,13701593.4673607,14563676.9861973,11748267.97434
683.53898,7.882,15864880.9997739,10807079.5383204,13094706.345816,13623442.1517933,15864880.9997739,11292220.1578422,12432340.4292267,13943844.964753,8484357.23991541
807.5054,5.24,16076275.0690919,12238614.4981129,9165187.98117996,16076275.0690919,14171887.3355421,10889173.2955959,11191054.6449808,12768716.4129158,7963245.38760282
356.16543,4.704,16200837.4167284,6440299.20983507,7713183.18359926,8702771.07354691,16200837.4167284,6497056.55737942,8784458.36141758,10461186.8613673,7114795.87289598
749.50138,5.875,16475190.8544685,16475190.8544685,9985536.6295481,12828951.2632578,12019611.1919675,4172776.75621935,11946748.3269095,11925761.1659287,9591513.9846254
771.56902,6.937,31683087.4169802,7512816.60971559,6487002.57275073,21850788.6015075,6535134.95403718,22899683.1205051,14607600.9077444,22784212.8823994,15503432.9472906
767.53731,6.416,25467356.9342016,25467356.9342016,17312132.9918589,20501000.0013937,18655705.5241968,12888147.7397111,21458642.9056191,23688005.644343,16197133.6451688
818.65223,7.113,17833724.2352902,17833724.2352902,14119771.3260447,15311774.8922832,15893755.8329275,13544631.0625982,14649949.4110926,15034768.6707423,10925953.6731094
679.61207,7.998,17937681.0043679,16274804.1159978,14492905.5990652,5505165.66897369,16839581.6523413,17937681.0043679,13257154.4992352,16432600.7912696,11754305.2957579
837.55216,5.661,18209287.2820618,18209287.2820618,13765236.9058231,15444332.9092131,11334643.7916688,12185634.1013798,14715814.963426,13272952.9909173,11555101.3241722
844.66757,7.082,18338995.1159424,12356350.4644304,9070641.83172833,12407091.5659056,11301217.1378997,18338995.1159424,12103068.3480362,10314162.2669172,8786136.38188544
746.5101,5.595,18575608.7863695,18575608.7863695,10297976.7775706,15518665.2598806,16167245.344257,13913812.7270315,10191433.6500056,14663274.8733907,12915454.8984009
771.57856,7.166,20314820.410225,18579887.5888257,12696614.783647,20314820.410225,15151405.0345093,15071928.1199282,15904875.9326195,17070953.2301095,15645340.2499894
813.55244,5.797,18988950.169098,17420797.8688283,13913600.52394,16938150.9958019,13472551.0759756,15743511.7184011,18988950.169098,13674434.9929567,11384556.0599463
697.65932,8.605,19087814.3677088,16628651.1513327,11139971.0464395,19087814.3677088,15786853.869537,10171950.9996137,11958433.3812152,17512530.6562759,12622939.0320573
466.31161,4.354,17445646.2951061,12105634.6492065,5281312.19012926,12344729.6754358,13039664.3213339,16245796.8033659,6655697.71630081,17445646.2951061,8340976.49170283
753.55914,6.875,3611575.7213993,1544758.01901865,2598433.95157343,1415635.55973799,2761916.12579518,3037905.85361093,3168324.87047126,2943627.86425244,2114314.55858313
